Time Interval,Reserve Type,Type of Product,Source,Up price,Down Price,Currency,Price type
02.02.2024 04:00 - 02.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,51.58,36.221,EUR,MARGINAL
02.02.2024 05:00 - 02.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,53.09,45.5,EUR,MARGINAL
02.02.2024 06:00 - 02.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.19,54.19,EUR,MARGINAL
02.02.2024 07:00 - 02.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,57.82,EUR,MARGINAL
02.02.2024 08:00 - 02.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,59.84,EUR,MARGINAL
02.02.2024 09:00 - 02.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,61.0,58.1,EUR,MARGINAL
02.02.2024 10:00 - 02.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,61.0,56.74,EUR,MARGINAL
02.02.2024 11:00 - 02.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,55.63,55.63,EUR,MARGINAL
02.02.2024 12:00 - 02.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,55.12,55.12,EUR,MARGINAL
02.02.2024 13:00 - 02.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,54.77,44.0,EUR,MARGINAL
02.02.2024 14:00 - 02.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,53.13,43.0,EUR,MARGINAL
02.02.2024 15:00 - 02.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,52.95,43.0,EUR,MARGINAL
02.02.2024 16:00 - 02.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,53.24,43.0,EUR,MARGINAL
02.02.2024 17:00 - 02.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,54.55,47.5,EUR,MARGINAL
02.02.2024 18:00 - 02.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,54.8,48.5,EUR,MARGINAL
02.02.2024 19:00 - 02.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,53.29,46.0,EUR,MARGINAL
02.02.2024 20:00 - 02.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
02.02.2024 21:00 - 02.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,50.7,46.5,EUR,MARGINAL
02.02.2024 22:00 - 02.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,47.87,45.0,EUR,MARGINAL
02.02.2024 23:00 - 03.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,37.85,34.0,EUR,MARGINAL
03.02.2024 00:00 - 03.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,43.19,33.0,EUR,MARGINAL
03.02.2024 01:00 - 03.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,44.36,34.5,EUR,MARGINAL
03.02.2024 02:00 - 03.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,38.37,1.52,EUR,MARGINAL
03.02.2024 03:00 - 03.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,17.29,0.5,EUR,MARGINAL
03.02.2024 04:00 - 03.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,8.8,0.5,EUR,MARGINAL
03.02.2024 05:00 - 03.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,9.08,-3.0,EUR,MARGINAL
03.02.2024 06:00 - 03.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,17.0,0.0,EUR,MARGINAL
03.02.2024 07:00 - 03.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,35.26,0.0,EUR,MARGINAL
03.02.2024 08:00 - 03.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,47.46,36.0,EUR,MARGINAL
03.02.2024 09:00 - 03.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,48.45,44.675,EUR,MARGINAL
03.02.2024 10:00 - 03.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,49.44,48.0,EUR,MARGINAL
03.02.2024 11:00 - 03.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,49.09,49.09,EUR,MARGINAL
03.02.2024 12:00 - 03.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,48.82,39.0,EUR,MARGINAL
03.02.2024 13:00 - 03.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,46.92,37.0,EUR,MARGINAL
03.02.2024 14:00 - 03.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,43.94,38.0,EUR,MARGINAL
03.02.2024 15:00 - 03.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,49.62,36.5,EUR,MARGINAL
03.02.2024 16:00 - 03.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,52.34,40.0,EUR,MARGINAL
03.02.2024 17:00 - 03.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,55.15,43.0,EUR,MARGINAL
03.02.2024 18:00 - 03.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,57.3,43.0,EUR,MARGINAL
03.02.2024 19:00 - 03.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,56.19,46.5,EUR,MARGINAL
03.02.2024 20:00 - 03.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,54.08,46.5,EUR,MARGINAL
03.02.2024 21:00 - 03.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,52.85,46.5,EUR,MARGINAL
03.02.2024 22:00 - 03.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,50.81,40.0,EUR,MARGINAL
03.02.2024 23:00 - 04.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,42.37,42.37,EUR,MARGINAL
04.02.2024 00:00 - 04.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,41.14,41.14,EUR,MARGINAL
04.02.2024 01:00 - 04.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,31.19,31.19,EUR,MARGINAL
04.02.2024 02:00 - 04.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,6.68,6.68,EUR,MARGINAL
04.02.2024 03:00 - 04.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,0.7,0.7,EUR,MARGINAL
04.02.2024 04:00 - 04.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
04.02.2024 05:00 - 04.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
04.02.2024 06:00 - 04.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
04.02.2024 07:00 - 04.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,1.08,1.08,EUR,MARGINAL
04.02.2024 08:00 - 04.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,11.5,11.5,EUR,MARGINAL
04.02.2024 09:00 - 04.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,23.97,-2.0,EUR,MARGINAL
04.02.2024 10:00 - 04.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,33.95,-2.0,EUR,MARGINAL
04.02.2024 11:00 - 04.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,37.56,-2.0,EUR,MARGINAL
04.02.2024 12:00 - 04.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,38.48,-2.5,EUR,MARGINAL
04.02.2024 13:00 - 04.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,43.34,-2.0,EUR,MARGINAL
04.02.2024 14:00 - 04.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,43.37,-2.0,EUR,MARGINAL
04.02.2024 15:00 - 04.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,45.22,25.0,EUR,MARGINAL
04.02.2024 16:00 - 04.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,48.58,34.0,EUR,MARGINAL
04.02.2024 17:00 - 04.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,51.18,35.0,EUR,MARGINAL
04.02.2024 18:00 - 04.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,51.88,37.5,EUR,MARGINAL
04.02.2024 19:00 - 04.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,51.49,37.5,EUR,MARGINAL
04.02.2024 20:00 - 04.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,51.28,38.0,EUR,MARGINAL
04.02.2024 21:00 - 04.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,50.84,40.5,EUR,MARGINAL
04.02.2024 22:00 - 04.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,47.26,47.26,EUR,MARGINAL
04.02.2024 23:00 - 05.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,39.43,39.43,EUR,MARGINAL
05.02.2024 00:00 - 05.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,11.78,11.78,EUR,MARGINAL
05.02.2024 01:00 - 05.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,22.64,10.65,EUR,MARGINAL
05.02.2024 02:00 - 05.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,9.67,-6.0,EUR,MARGINAL
05.02.2024 03:00 - 05.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,4.99,-7.92,EUR,MARGINAL
05.02.2024 04:00 - 05.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,7.01,-4.03,EUR,MARGINAL
05.02.2024 05:00 - 05.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,17.01,-4.03,EUR,MARGINAL
05.02.2024 06:00 - 05.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,47.4,47.4,EUR,MARGINAL
05.02.2024 07:00 - 05.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,63.0,55.44,EUR,MARGINAL
05.02.2024 08:00 - 05.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,71.0,60.82,EUR,MARGINAL
05.02.2024 09:00 - 05.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,71.0,56.86,EUR,MARGINAL
05.02.2024 10:00 - 05.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,45.0,EUR,MARGINAL
05.02.2024 11:00 - 05.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,50.96,45.0,EUR,MARGINAL
05.02.2024 12:00 - 05.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,50.85,45.066,EUR,MARGINAL
05.02.2024 13:00 - 05.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,51.88,46.0,EUR,MARGINAL
05.02.2024 14:00 - 05.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,55.98,53.98,EUR,MARGINAL
05.02.2024 15:00 - 05.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,55.79,49.5,EUR,MARGINAL
05.02.2024 16:00 - 05.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,60.72,54.5,EUR,MARGINAL
05.02.2024 17:00 - 05.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,72.0,63.0,EUR,MARGINAL
05.02.2024 18:00 - 05.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,72.0,68.78,EUR,MARGINAL
05.02.2024 19:00 - 05.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,61.84,60.0,EUR,MARGINAL
05.02.2024 20:00 - 05.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,60.48,60.48,EUR,MARGINAL
05.02.2024 21:00 - 05.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,59.65,52.992,EUR,MARGINAL
05.02.2024 22:00 - 05.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,56.3,56.3,EUR,MARGINAL
05.02.2024 23:00 - 06.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,52.29,52.29,EUR,MARGINAL
06.02.2024 00:00 - 06.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,53.8,43.0,EUR,MARGINAL
06.02.2024 01:00 - 06.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,53.17,40.0,EUR,MARGINAL
06.02.2024 02:00 - 06.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,53.2,35.0,EUR,MARGINAL
06.02.2024 03:00 - 06.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,53.21,35.0,EUR,MARGINAL
06.02.2024 04:00 - 06.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,54.56,39.0,EUR,MARGINAL
06.02.2024 05:00 - 06.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,57.22,57.22,EUR,MARGINAL
06.02.2024 06:00 - 06.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,64.5,61.14,EUR,MARGINAL
06.02.2024 07:00 - 06.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,69.07,69.07,EUR,MARGINAL
06.02.2024 08:00 - 06.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,74.4,74.4,EUR,MARGINAL
06.02.2024 09:00 - 06.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,68.29,EUR,MARGINAL
06.02.2024 10:00 - 06.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,59.0,EUR,MARGINAL
06.02.2024 11:00 - 06.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,62.2,59.0,EUR,MARGINAL
06.02.2024 12:00 - 06.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,61.6,55.0,EUR,MARGINAL
06.02.2024 13:00 - 06.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,61.35,52.982,EUR,MARGINAL
06.02.2024 14:00 - 06.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,61.82,55.0,EUR,MARGINAL
06.02.2024 15:00 - 06.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,61.85,56.5,EUR,MARGINAL
06.02.2024 16:00 - 06.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,62.63,56.5,EUR,MARGINAL
06.02.2024 17:00 - 06.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,64.85,56.5,EUR,MARGINAL
06.02.2024 18:00 - 06.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,68.88,63.81,EUR,MARGINAL
06.02.2024 19:00 - 06.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,66.35,62.16,EUR,MARGINAL
06.02.2024 20:00 - 06.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,60.42,60.42,EUR,MARGINAL
06.02.2024 21:00 - 06.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,58.85,50.0,EUR,MARGINAL
06.02.2024 22:00 - 06.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,58.04,48.0,EUR,MARGINAL
06.02.2024 23:00 - 07.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,55.06,48.5,EUR,MARGINAL
07.02.2024 00:00 - 07.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,62.0,53.23,EUR,MARGINAL
07.02.2024 01:00 - 07.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,62.0,52.99,EUR,MARGINAL
07.02.2024 02:00 - 07.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,53.26,EUR,MARGINAL
07.02.2024 03:00 - 07.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,68.961,53.89,EUR,MARGINAL
07.02.2024 04:00 - 07.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,68.47,56.03,EUR,MARGINAL
07.02.2024 05:00 - 07.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,60.12,EUR,MARGINAL
07.02.2024 06:00 - 07.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,72.51,72.51,EUR,MARGINAL
07.02.2024 07:00 - 07.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,86.67,86.67,EUR,MARGINAL
07.02.2024 08:00 - 07.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,87.0,87.0,EUR,MARGINAL
07.02.2024 09:00 - 07.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,85.53,85.53,EUR,MARGINAL
07.02.2024 10:00 - 07.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,81.17,81.17,EUR,MARGINAL
07.02.2024 11:00 - 07.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,78.01,78.01,EUR,MARGINAL
07.02.2024 12:00 - 07.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,75.82,67.04,EUR,MARGINAL
07.02.2024 13:00 - 07.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,78.29,67.04,EUR,MARGINAL
07.02.2024 14:00 - 07.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,77.32,EUR,MARGINAL
07.02.2024 15:00 - 07.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,86.74,86.74,EUR,MARGINAL
07.02.2024 16:00 - 07.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,99.0,97.3,EUR,MARGINAL
07.02.2024 17:00 - 07.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,140.0,116.57,EUR,MARGINAL
07.02.2024 18:00 - 07.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,136.0,132.0,EUR,MARGINAL
07.02.2024 19:00 - 07.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,106.79,106.79,EUR,MARGINAL
07.02.2024 20:00 - 07.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,97.36,73.5,EUR,MARGINAL
07.02.2024 21:00 - 07.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,84.94,74.5,EUR,MARGINAL
07.02.2024 22:00 - 07.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,93.86,81.04,EUR,MARGINAL
07.02.2024 23:00 - 08.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,76.91,76.91,EUR,MARGINAL
08.02.2024 00:00 - 08.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,83.7,71.41,EUR,MARGINAL
08.02.2024 01:00 - 08.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,86.5,71.23,EUR,MARGINAL
08.02.2024 02:00 - 08.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,65.5,EUR,MARGINAL
08.02.2024 03:00 - 08.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,69.12,65.0,EUR,MARGINAL
08.02.2024 04:00 - 08.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,68.89,68.89,EUR,MARGINAL
08.02.2024 05:00 - 08.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,74.08,74.08,EUR,MARGINAL
08.02.2024 06:00 - 08.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,85.0,84.25,EUR,MARGINAL
08.02.2024 07:00 - 08.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,110.0,110.0,EUR,MARGINAL
08.02.2024 08:00 - 08.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,133.15,80.15,EUR,MARGINAL
08.02.2024 09:00 - 08.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,113.55,80.55,EUR,MARGINAL
08.02.2024 10:00 - 08.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,117.0,97.79,EUR,MARGINAL
08.02.2024 11:00 - 08.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,115.0,91.87,EUR,MARGINAL
08.02.2024 12:00 - 08.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,213.411,89.38,EUR,MARGINAL
08.02.2024 13:00 - 08.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,90.98,90.98,EUR,MARGINAL
08.02.2024 14:00 - 08.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,94.9,77.0,EUR,MARGINAL
08.02.2024 15:00 - 08.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,94.38,77.0,EUR,MARGINAL
08.02.2024 16:00 - 08.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,115.0,77.0,EUR,MARGINAL
08.02.2024 17:00 - 08.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,115.0,105.53,EUR,MARGINAL
08.02.2024 18:00 - 08.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,97.0,97.0,EUR,MARGINAL
08.02.2024 19:00 - 08.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,86.06,86.06,EUR,MARGINAL
08.02.2024 20:00 - 08.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,83.2,83.2,EUR,MARGINAL
08.02.2024 21:00 - 08.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,85.0,80.61,EUR,MARGINAL
08.02.2024 22:00 - 08.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,75.6,EUR,MARGINAL
08.02.2024 23:00 - 09.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,76.0,65.98,EUR,MARGINAL
09.02.2024 00:00 - 09.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,67.27,67.27,EUR,MARGINAL
09.02.2024 01:00 - 09.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,65.65,EUR,MARGINAL
09.02.2024 02:00 - 09.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,66.16,55.0,EUR,MARGINAL
09.02.2024 03:00 - 09.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,63.57,50.0,EUR,MARGINAL
09.02.2024 04:00 - 09.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,62.97,50.0,EUR,MARGINAL
09.02.2024 05:00 - 09.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,66.13,43.0,EUR,MARGINAL
09.02.2024 06:00 - 09.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,71.0,46.25,EUR,MARGINAL
09.02.2024 07:00 - 09.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,77.0,69.6,EUR,MARGINAL
09.02.2024 08:00 - 09.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,83.0,75.48,EUR,MARGINAL
09.02.2024 09:00 - 09.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,83.0,73.68,EUR,MARGINAL
09.02.2024 10:00 - 09.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,79.133,71.46,EUR,MARGINAL
09.02.2024 11:00 - 09.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,70.75,EUR,MARGINAL
09.02.2024 12:00 - 09.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,80.0,69.52,EUR,MARGINAL
09.02.2024 13:00 - 09.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,83.02,69.6,EUR,MARGINAL
09.02.2024 14:00 - 09.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,80.09,70.09,EUR,MARGINAL
09.02.2024 15:00 - 09.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,82.0,70.12,EUR,MARGINAL
09.02.2024 16:00 - 09.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,76.5,70.8,EUR,MARGINAL
09.02.2024 17:00 - 09.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,85.0,76.44,EUR,MARGINAL
09.02.2024 18:00 - 09.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,85.0,75.94,EUR,MARGINAL
09.02.2024 19:00 - 09.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,78.0,70.94,EUR,MARGINAL
09.02.2024 20:00 - 09.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,67.25,67.25,EUR,MARGINAL
09.02.2024 21:00 - 09.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,66.15,66.15,EUR,MARGINAL
09.02.2024 22:00 - 09.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,64.96,64.96,EUR,MARGINAL
09.02.2024 23:00 - 10.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,63.28,63.28,EUR,MARGINAL
10.02.2024 00:00 - 10.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,61.14,EUR,MARGINAL
10.02.2024 01:00 - 10.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,74.0,62.03,EUR,MARGINAL
10.02.2024 02:00 - 10.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 03:00 - 10.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 04:00 - 10.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 05:00 - 10.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 06:00 - 10.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 07:00 - 10.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 08:00 - 10.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,76.0,64.74,EUR,MARGINAL
10.02.2024 09:00 - 10.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 10:00 - 10.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 11:00 - 10.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 12:00 - 10.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 13:00 - 10.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
10.02.2024 14:00 - 10.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,78.5,66.91,EUR,MARGINAL
10.02.2024 15:00 - 10.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,77.0,68.01,EUR,MARGINAL
10.02.2024 16:00 - 10.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,68.92,64.0,EUR,MARGINAL
10.02.2024 17:00 - 10.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,86.2,65.0,EUR,MARGINAL
10.02.2024 18:00 - 10.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,84.91,84.91,EUR,MARGINAL
10.02.2024 19:00 - 10.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,77.0,69.06,EUR,MARGINAL
