Time Interval,Reserve Type,Type of Product,Source,Up price,Down Price,Currency,Price type
24.03.2024 15:00 - 24.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,51.99,33.521,EUR,MARGINAL
24.03.2024 16:00 - 24.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,54.9,39.89,EUR,MARGINAL
24.03.2024 17:00 - 24.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,59.4,49.57,EUR,MARGINAL
24.03.2024 18:00 - 24.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,67.4,55.0,EUR,MARGINAL
24.03.2024 19:00 - 24.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,72.73,56.0,EUR,MARGINAL
24.03.2024 20:00 - 24.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,64.96,55.0,EUR,MARGINAL
24.03.2024 21:00 - 24.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,62.9,54.5,EUR,MARGINAL
24.03.2024 22:00 - 24.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,62.41,55.0,EUR,MARGINAL
24.03.2024 23:00 - 25.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,61.15,55.0,EUR,MARGINAL
25.03.2024 00:00 - 25.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,60.7,51.23,EUR,MARGINAL
25.03.2024 01:00 - 25.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,60.49,51.5,EUR,MARGINAL
25.03.2024 02:00 - 25.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,60.67,51.5,EUR,MARGINAL
25.03.2024 03:00 - 25.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,62.51,54.0,EUR,MARGINAL
25.03.2024 04:00 - 25.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,64.88,54.5,EUR,MARGINAL
25.03.2024 05:00 - 25.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,74.18,54.5,EUR,MARGINAL
25.03.2024 06:00 - 25.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,85.46,54.5,EUR,MARGINAL
25.03.2024 07:00 - 25.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,110.57,55.0,EUR,MARGINAL
25.03.2024 08:00 - 25.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,96.79,55.5,EUR,MARGINAL
25.03.2024 09:00 - 25.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,75.19,55.5,EUR,MARGINAL
25.03.2024 10:00 - 25.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,68.02,57.0,EUR,MARGINAL
25.03.2024 11:00 - 25.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,65.5,61.69,EUR,MARGINAL
25.03.2024 12:00 - 25.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,63.0,60.31,EUR,MARGINAL
25.03.2024 13:00 - 25.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,61.26,61.26,EUR,MARGINAL
25.03.2024 14:00 - 25.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,62.65,62.65,EUR,MARGINAL
25.03.2024 15:00 - 25.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,71.52,71.52,EUR,MARGINAL
25.03.2024 16:00 - 25.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,76.96,60.12,EUR,MARGINAL
25.03.2024 17:00 - 25.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,101.96,60.12,EUR,MARGINAL
25.03.2024 18:00 - 25.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,160.12,60.34,EUR,MARGINAL
25.03.2024 19:00 - 25.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,142.56,142.56,EUR,MARGINAL
25.03.2024 20:00 - 25.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,99.55,99.55,EUR,MARGINAL
25.03.2024 21:00 - 25.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,68.97,59.0,EUR,MARGINAL
25.03.2024 22:00 - 25.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,72.73,59.5,EUR,MARGINAL
25.03.2024 23:00 - 26.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,68.95,60.34,EUR,MARGINAL
26.03.2024 00:00 - 26.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,73.0,70.66,EUR,MARGINAL
26.03.2024 01:00 - 26.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,73.15,64.08,EUR,MARGINAL
26.03.2024 02:00 - 26.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,73.0,63.76,EUR,MARGINAL
26.03.2024 03:00 - 26.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,70.51,63.89,EUR,MARGINAL
26.03.2024 04:00 - 26.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,69.5,61.99,EUR,MARGINAL
26.03.2024 05:00 - 26.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,69.5,65.12,EUR,MARGINAL
26.03.2024 06:00 - 26.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,78.0,72.92,EUR,MARGINAL
26.03.2024 07:00 - 26.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,79.2,79.2,EUR,MARGINAL
26.03.2024 08:00 - 26.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,69.79,69.79,EUR,MARGINAL
26.03.2024 09:00 - 26.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,59.48,59.48,EUR,MARGINAL
26.03.2024 10:00 - 26.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,54.85,54.85,EUR,MARGINAL
26.03.2024 11:00 - 26.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,52.22,52.22,EUR,MARGINAL
26.03.2024 12:00 - 26.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,49.92,EUR,MARGINAL
26.03.2024 13:00 - 26.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,47.99,EUR,MARGINAL
26.03.2024 14:00 - 26.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,66.5,49.56,EUR,MARGINAL
26.03.2024 15:00 - 26.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,66.5,55.14,EUR,MARGINAL
26.03.2024 16:00 - 26.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,66.5,58.95,EUR,MARGINAL
26.03.2024 17:00 - 26.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,61.03,55.0,EUR,MARGINAL
26.03.2024 18:00 - 26.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,61.59,55.0,EUR,MARGINAL
26.03.2024 19:00 - 26.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,59.86,57.0,EUR,MARGINAL
26.03.2024 20:00 - 26.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,62.5,58.36,EUR,MARGINAL
26.03.2024 21:00 - 26.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,66.0,58.01,EUR,MARGINAL
26.03.2024 22:00 - 26.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,56.65,EUR,MARGINAL
26.03.2024 23:00 - 27.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,55.17,55.17,EUR,MARGINAL
27.03.2024 00:00 - 27.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,56.09,EUR,MARGINAL
27.03.2024 01:00 - 27.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,60.0,55.26,EUR,MARGINAL
27.03.2024 02:00 - 27.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,55.45,EUR,MARGINAL
27.03.2024 03:00 - 27.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,53.86,EUR,MARGINAL
27.03.2024 04:00 - 27.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,52.95,46.0,EUR,MARGINAL
27.03.2024 05:00 - 27.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,54.14,44.0,EUR,MARGINAL
27.03.2024 06:00 - 27.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,56.89,48.0,EUR,MARGINAL
27.03.2024 07:00 - 27.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,58.91,58.91,EUR,MARGINAL
27.03.2024 08:00 - 27.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,59.72,59.72,EUR,MARGINAL
27.03.2024 09:00 - 27.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,59.48,59.48,EUR,MARGINAL
27.03.2024 10:00 - 27.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,59.38,59.38,EUR,MARGINAL
27.03.2024 11:00 - 27.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,57.13,57.13,EUR,MARGINAL
27.03.2024 12:00 - 27.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,56.53,56.53,EUR,MARGINAL
27.03.2024 13:00 - 27.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,57.66,55.5,EUR,MARGINAL
27.03.2024 14:00 - 27.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,59.46,54.0,EUR,MARGINAL
27.03.2024 15:00 - 27.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,59.95,54.0,EUR,MARGINAL
27.03.2024 16:00 - 27.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,60.49,56.0,EUR,MARGINAL
27.03.2024 17:00 - 27.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,60.91,56.0,EUR,MARGINAL
27.03.2024 18:00 - 27.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,60.53,56.0,EUR,MARGINAL
27.03.2024 19:00 - 27.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,60.34,56.0,EUR,MARGINAL
27.03.2024 20:00 - 27.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,60.06,60.06,EUR,MARGINAL
27.03.2024 21:00 - 27.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,59.87,59.87,EUR,MARGINAL
27.03.2024 22:00 - 27.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,59.53,59.53,EUR,MARGINAL
27.03.2024 23:00 - 28.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,59.11,59.11,EUR,MARGINAL
28.03.2024 00:00 - 28.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,58.94,58.94,EUR,MARGINAL
28.03.2024 01:00 - 28.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,57.98,57.98,EUR,MARGINAL
28.03.2024 02:00 - 28.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,57.66,48.0,EUR,MARGINAL
28.03.2024 03:00 - 28.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,58.0,48.0,EUR,MARGINAL
28.03.2024 04:00 - 28.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,58.0,55.74,EUR,MARGINAL
28.03.2024 05:00 - 28.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,58.0,56.46,EUR,MARGINAL
28.03.2024 06:00 - 28.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,58.0,57.66,EUR,MARGINAL
28.03.2024 07:00 - 28.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,59.0,EUR,MARGINAL
28.03.2024 08:00 - 28.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,57.73,50.0,EUR,MARGINAL
28.03.2024 09:00 - 28.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,56.28,50.0,EUR,MARGINAL
28.03.2024 10:00 - 28.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,54.03,45.0,EUR,MARGINAL
28.03.2024 11:00 - 28.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,49.91,46.0,EUR,MARGINAL
28.03.2024 12:00 - 28.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,45.99,EUR,MARGINAL
28.03.2024 13:00 - 28.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,44.61,EUR,MARGINAL
28.03.2024 14:00 - 28.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,51.0,40.96,EUR,MARGINAL
28.03.2024 15:00 - 28.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,42.47,EUR,MARGINAL
28.03.2024 16:00 - 28.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,58.14,46.46,EUR,MARGINAL
28.03.2024 17:00 - 28.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,52.46,EUR,MARGINAL
28.03.2024 18:00 - 28.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,55.13,55.13,EUR,MARGINAL
28.03.2024 19:00 - 28.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,56.92,50.0,EUR,MARGINAL
28.03.2024 20:00 - 28.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,54.84,44.0,EUR,MARGINAL
28.03.2024 21:00 - 28.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,51.52,40.22,EUR,MARGINAL
28.03.2024 22:00 - 28.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,45.0,42.0,EUR,MARGINAL
28.03.2024 23:00 - 29.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
29.03.2024 00:00 - 29.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,29.98,29.98,EUR,MARGINAL
29.03.2024 01:00 - 29.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,19.46,19.46,EUR,MARGINAL
29.03.2024 02:00 - 29.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,16.99,16.99,EUR,MARGINAL
29.03.2024 03:00 - 29.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,16.99,16.99,EUR,MARGINAL
29.03.2024 04:00 - 29.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,16.99,5.0,EUR,MARGINAL
29.03.2024 05:00 - 29.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,17.0,5.5,EUR,MARGINAL
29.03.2024 06:00 - 29.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,26.21,5.5,EUR,MARGINAL
29.03.2024 07:00 - 29.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,42.25,29.5,EUR,MARGINAL
29.03.2024 08:00 - 29.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,42.59,29.5,EUR,MARGINAL
29.03.2024 09:00 - 29.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,44.0,29.5,EUR,MARGINAL
29.03.2024 10:00 - 29.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,36.65,20.0,EUR,MARGINAL
29.03.2024 11:00 - 29.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,19.43,17.17,EUR,MARGINAL
29.03.2024 12:00 - 29.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,17.0,17.0,EUR,MARGINAL
29.03.2024 13:00 - 29.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,20.27,20.0,EUR,MARGINAL
29.03.2024 14:00 - 29.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,46.0,44.27,EUR,MARGINAL
29.03.2024 15:00 - 29.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,49.14,49.14,EUR,MARGINAL
29.03.2024 16:00 - 29.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,57.0,54.16,EUR,MARGINAL
29.03.2024 17:00 - 29.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,61.0,56.02,EUR,MARGINAL
29.03.2024 18:00 - 29.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,62.0,57.71,EUR,MARGINAL
29.03.2024 19:00 - 29.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,63.0,58.4,EUR,MARGINAL
29.03.2024 20:00 - 29.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,63.0,58.63,EUR,MARGINAL
29.03.2024 21:00 - 29.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,58.05,58.05,EUR,MARGINAL
29.03.2024 22:00 - 29.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,57.78,57.78,EUR,MARGINAL
29.03.2024 23:00 - 30.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,57.39,49.5,EUR,MARGINAL
30.03.2024 00:00 - 30.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,56.84,49.5,EUR,MARGINAL
30.03.2024 01:00 - 30.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,56.3,51.0,EUR,MARGINAL
30.03.2024 02:00 - 30.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,56.56,52.0,EUR,MARGINAL
30.03.2024 03:00 - 30.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,56.57,52.0,EUR,MARGINAL
30.03.2024 04:00 - 30.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,56.27,49.0,EUR,MARGINAL
30.03.2024 05:00 - 30.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,56.29,48.0,EUR,MARGINAL
30.03.2024 06:00 - 30.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.53,48.0,EUR,MARGINAL
30.03.2024 07:00 - 30.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,52.62,45.17,EUR,MARGINAL
30.03.2024 08:00 - 30.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,48.0,43.6,EUR,MARGINAL
30.03.2024 09:00 - 30.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,46.18,46.18,EUR,MARGINAL
30.03.2024 10:00 - 30.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,41.47,EUR,MARGINAL
30.03.2024 11:00 - 30.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,25.83,EUR,MARGINAL
30.03.2024 12:00 - 30.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,26.51,26.51,EUR,MARGINAL
30.03.2024 13:00 - 30.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,49.0,24.52,EUR,MARGINAL
30.03.2024 14:00 - 30.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,57.0,39.96,EUR,MARGINAL
30.03.2024 15:00 - 30.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,60.0,47.11,EUR,MARGINAL
30.03.2024 16:00 - 30.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,58.0,52.75,EUR,MARGINAL
30.03.2024 17:00 - 30.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,56.66,56.66,EUR,MARGINAL
30.03.2024 18:00 - 30.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,57.49,57.49,EUR,MARGINAL
30.03.2024 19:00 - 30.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,57.59,50.0,EUR,MARGINAL
30.03.2024 20:00 - 30.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,57.51,48.0,EUR,MARGINAL
30.03.2024 21:00 - 30.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,57.32,47.0,EUR,MARGINAL
30.03.2024 22:00 - 30.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,57.45,48.0,EUR,MARGINAL
30.03.2024 23:00 - 31.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,57.0,48.0,EUR,MARGINAL
31.03.2024 00:00 - 31.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,57.18,48.0,EUR,MARGINAL
31.03.2024 01:00 - 31.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,56.96,50.0,EUR,MARGINAL
31.03.2024 02:00 - 31.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,56.96,50.0,EUR,MARGINAL
31.03.2024 03:00 - 31.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,56.84,50.0,EUR,MARGINAL
31.03.2024 04:00 - 31.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,56.85,49.0,EUR,MARGINAL
31.03.2024 05:00 - 31.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,56.92,56.92,EUR,MARGINAL
31.03.2024 06:00 - 31.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,57.12,44.5,EUR,MARGINAL
31.03.2024 07:00 - 31.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,56.98,42.9,EUR,MARGINAL
31.03.2024 08:00 - 31.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,56.21,42.9,EUR,MARGINAL
31.03.2024 09:00 - 31.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,53.84,43.0,EUR,MARGINAL
31.03.2024 10:00 - 31.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,62.0,43.0,EUR,MARGINAL
31.03.2024 11:00 - 31.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,62.0,44.91,EUR,MARGINAL
31.03.2024 12:00 - 31.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,40.33,EUR,MARGINAL
31.03.2024 13:00 - 31.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,47.5,40.07,EUR,MARGINAL
31.03.2024 14:00 - 31.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,47.5,43.37,EUR,MARGINAL
31.03.2024 15:00 - 31.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,47.5,46.57,EUR,MARGINAL
31.03.2024 16:00 - 31.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,52.7,47.0,EUR,MARGINAL
31.03.2024 17:00 - 31.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,55.11,44.0,EUR,MARGINAL
31.03.2024 18:00 - 31.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,57.62,50.946,EUR,MARGINAL
31.03.2024 19:00 - 31.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,61.0,58.6,EUR,MARGINAL
31.03.2024 20:00 - 31.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,58.66,EUR,MARGINAL
31.03.2024 21:00 - 31.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,58.4,EUR,MARGINAL
31.03.2024 22:00 - 31.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,57.64,EUR,MARGINAL
31.03.2024 23:00 - 01.04.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,55.31,48.5,EUR,MARGINAL
01.04.2024 00:00 - 01.04.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,53.18,44.5,EUR,MARGINAL
01.04.2024 01:00 - 01.04.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,49.65,43.0,EUR,MARGINAL
01.04.2024 02:00 - 01.04.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,47.54,42.5,EUR,MARGINAL
01.04.2024 03:00 - 01.04.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,44.98,36.62,EUR,MARGINAL
01.04.2024 04:00 - 01.04.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,48.1,35.5,EUR,MARGINAL
01.04.2024 05:00 - 01.04.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,51.94,44.54,EUR,MARGINAL
01.04.2024 06:00 - 01.04.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,55.68,55.68,EUR,MARGINAL
01.04.2024 07:00 - 01.04.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,57.17,57.17,EUR,MARGINAL
01.04.2024 08:00 - 01.04.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,56.83,56.83,EUR,MARGINAL
01.04.2024 09:00 - 01.04.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,56.1,56.1,EUR,MARGINAL
01.04.2024 10:00 - 01.04.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,54.11,47.0,EUR,MARGINAL
01.04.2024 11:00 - 01.04.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,49.83,46.5,EUR,MARGINAL
01.04.2024 12:00 - 01.04.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,48.75,47.0,EUR,MARGINAL
01.04.2024 13:00 - 01.04.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,49.0,44.78,EUR,MARGINAL
01.04.2024 14:00 - 01.04.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,48.0,44.55,EUR,MARGINAL
01.04.2024 15:00 - 01.04.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,44.98,44.98,EUR,MARGINAL
01.04.2024 16:00 - 01.04.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,49.0,45.72,EUR,MARGINAL
01.04.2024 17:00 - 01.04.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,50.0,44.94,EUR,MARGINAL
01.04.2024 18:00 - 01.04.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,48.86,48.86,EUR,MARGINAL
01.04.2024 19:00 - 01.04.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,54.0,50.08,EUR,MARGINAL
01.04.2024 20:00 - 01.04.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,51.48,EUR,MARGINAL
01.04.2024 21:00 - 01.04.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,48.99,48.99,EUR,MARGINAL
01.04.2024 22:00 - 01.04.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,49.0,44.86,EUR,MARGINAL
01.04.2024 23:00 - 02.04.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,49.0,30.52,EUR,MARGINAL
02.04.2024 00:00 - 02.04.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,44.65,20.0,EUR,MARGINAL
02.04.2024 01:00 - 02.04.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,37.36,1.0,EUR,MARGINAL
02.04.2024 02:00 - 02.04.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,17.0,-10.0,EUR,MARGINAL
02.04.2024 03:00 - 02.04.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,7.79,-10.0,EUR,MARGINAL
02.04.2024 04:00 - 02.04.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,6.39,-10.0,EUR,MARGINAL
02.04.2024 05:00 - 02.04.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,32.42,32.42,EUR,MARGINAL
02.04.2024 06:00 - 02.04.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,57.0,50.58,EUR,MARGINAL
