Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-05-26 Kl. 01-02;0.86449;0.88498;-0.00047;-0.00047;0.86449
2023-05-26 Kl. 02-03;0.86125;0.86494;-0.00094;-0.00094;0.86125
2023-05-26 Kl. 03-04;0.86051;0.88365;-0.00106;-0.00106;0.86051
2023-05-26 Kl. 04-05;0.86199;0.88453;-0.00024;-0.00024;0.86199
2023-05-26 Kl. 05-06;0.86258;0.93064;0.02004;0.01603;0.86258
2023-05-26 Kl. 06-07;0.91266;1.08873;0.03168;0.02534;0.91266
2023-05-26 Kl. 07-08;0.99251;1.11921;0.04008;0.03206;0.99251
2023-05-26 Kl. 08-09;0.99664;0.99664;0.03963;0.03170;0.99664
2023-05-26 Kl. 09-10;0.88483;0.88483;0.02931;0.02345;0.88483
2023-05-26 Kl. 10-11;0.80306;0.80306;0.02711;0.02169;0.80306
2023-05-26 Kl. 11-12;0.47335;0.47335;0.02593;0.02074;0.47335
2023-05-26 Kl. 12-13;0.30010;0.30010;0.03109;0.02487;0.30010
2023-05-26 Kl. 13-14;0.01474;0.01474;0.01429;0.01143;0.01474
2023-05-26 Kl. 14-15;0.00000;0.00000;0.00000;0.00000;0.00000
2023-05-26 Kl. 15-16;0.01459;0.01459;0.00104;0.00083;0.01459
2023-05-26 Kl. 16-17;0.33178;0.33178;0.02033;0.01626;0.33178
2023-05-26 Kl. 17-18;0.74693;0.74693;0.02623;0.02098;0.74693
2023-05-26 Kl. 18-19;0.84373;0.84373;0.03580;0.02864;0.84373
2023-05-26 Kl. 19-20;0.86700;1.00445;0.04729;0.03783;0.86700
2023-05-26 Kl. 20-21;0.86023;1.07251;0.05068;0.04054;0.86023
2023-05-26 Kl. 21-22;0.85463;1.08990;0.05849;0.04679;0.85463
2023-05-26 Kl. 22-23;0.83782;1.10729;0.05083;0.04066;0.83782
2023-05-26 Kl. 23-00;0.81440;1.08990;0.03256;0.02605;0.81440
2023-05-27 Kl. 00-01;0.82801;1.14384;0.02395;0.01916;0.82801
2023-05-27 Kl. 01-02;0.82106;1.13275;0.02780;0.02224;0.82106
2023-05-27 Kl. 02-03;0.81589;1.08986;0.03579;0.02863;0.81589
2023-05-27 Kl. 03-04;0.81440;1.09268;0.04525;0.03620;0.81440
2023-05-27 Kl. 04-05;0.81041;1.02510;0.06048;0.04838;0.81041
2023-05-27 Kl. 05-06;0.78010;1.02748;0.09803;0.07842;0.78010
2023-05-27 Kl. 06-07;0.75230;1.14044;0.14786;0.11829;0.75230
2023-05-27 Kl. 07-08;0.77315;1.18405;0.18437;0.14750;0.77315
2023-05-27 Kl. 08-09;0.81648;1.00396;0.18320;0.14656;0.81648
2023-05-27 Kl. 09-10;0.76665;0.76665;0.18453;0.14762;0.76665
2023-05-27 Kl. 10-11;0.31346;0.31346;0.11444;0.09155;0.31346
2023-05-27 Kl. 11-12;0.02218;0.02218;0.02189;0.01751;0.02218
2023-05-27 Kl. 12-13;0.00000;0.00000;0.00000;0.00000;0.00000
2023-05-27 Kl. 13-14;-0.02732;-0.02732;-0.02732;-0.02732;-0.02732
2023-05-27 Kl. 14-15;-0.02307;-0.02307;-0.02307;-0.02307;-0.02307
2023-05-27 Kl. 15-16;0.01479;0.01479;0.00591;0.00473;0.01479
2023-05-27 Kl. 16-17;0.19858;0.19858;0.02336;0.01869;0.19858
2023-05-27 Kl. 17-18;0.77109;0.77109;0.02499;0.01999;0.77109
2023-05-27 Kl. 18-19;0.83481;1.05320;0.02735;0.02188;0.83481
2023-05-27 Kl. 19-20;0.83068;1.18021;0.02070;0.01656;0.83068
2023-05-27 Kl. 20-21;0.82697;1.14975;0.01774;0.01419;0.82697
2023-05-27 Kl. 21-22;0.82535;1.09889;-0.00083;-0.00083;0.82535
2023-05-27 Kl. 22-23;0.82210;1.08839;-0.02425;-0.02425;0.82210
2023-05-27 Kl. 23-00;0.82017;1.07789;-0.04105;-0.04105;0.82017
2023-05-28 Kl. 00-01;0.75224;1.08981;-0.04072;-0.04072;0.75224
2023-05-28 Kl. 01-02;0.74271;1.07955;-0.04239;-0.04239;0.74271
2023-05-28 Kl. 02-03;0.72233;1.06391;-0.04906;-0.04906;0.72233
2023-05-28 Kl. 03-04;0.71905;1.04799;-0.04108;-0.04108;0.71905
2023-05-28 Kl. 04-05;0.70953;1.04025;-0.03656;-0.03656;0.70953
2023-05-28 Kl. 05-06;0.69479;1.04933;-0.02465;-0.02465;0.69479
2023-05-28 Kl. 06-07;0.72471;1.03474;-0.00548;-0.00548;0.72471
2023-05-28 Kl. 07-08;0.75418;0.89349;0.00000;0.00000;0.75418
2023-05-28 Kl. 08-09;0.56113;0.56113;0.00030;0.00024;0.56113
2023-05-28 Kl. 09-10;0.02664;0.02664;-0.00060;-0.00060;0.02664
2023-05-28 Kl. 10-11;-0.03667;-0.03667;-0.03667;-0.03667;-0.03667
2023-05-28 Kl. 11-12;-0.11979;-0.11979;-0.11979;-0.11979;-0.04858
2023-05-28 Kl. 12-13;-0.11943;-0.11943;-0.11943;-0.11943;-0.04668
2023-05-28 Kl. 13-14;-0.11800;-0.11800;-0.11800;-0.11800;-0.04715
2023-05-28 Kl. 14-15;-0.11907;-0.11907;-0.11907;-0.11907;-0.04691
2023-05-28 Kl. 15-16;-0.05846;-0.05846;-0.05846;-0.05846;-0.04775
2023-05-28 Kl. 16-17;-0.06001;-0.06001;-0.06001;-0.06001;-0.04942
2023-05-28 Kl. 17-18;0.02709;0.02709;-0.00071;-0.00071;0.02709
2023-05-28 Kl. 18-19;0.64001;0.64001;0.02679;0.02143;0.64001
2023-05-28 Kl. 19-20;0.89633;0.89633;0.02933;0.02346;0.89633
2023-05-28 Kl. 20-21;1.02030;1.07240;0.02441;0.01953;1.02030
2023-05-28 Kl. 21-22;1.01226;1.09205;0.02278;0.01822;1.01226
2023-05-28 Kl. 22-23;0.94261;1.06361;0.01950;0.01560;0.94261
2023-05-28 Kl. 23-00;0.86149;1.00245;0.00015;0.00012;0.86149
2023-05-29 Kl. 00-01;0.85330;0.85330;-0.00155;-0.00155;0.85330
2023-05-29 Kl. 01-02;0.77904;0.77904;-0.00095;-0.00095;0.77904
2023-05-29 Kl. 02-03;0.74883;0.74883;-0.00083;-0.00083;0.74883
2023-05-29 Kl. 03-04;0.70119;0.70119;-0.00024;-0.00024;0.70119
2023-05-29 Kl. 04-05;0.78632;0.78632;0.01711;0.01369;0.78632
2023-05-29 Kl. 05-06;0.85509;0.89394;0.03394;0.02715;0.85509
2023-05-29 Kl. 06-07;0.90346;0.90346;0.06133;0.04906;0.90346
2023-05-29 Kl. 07-08;0.87355;0.87355;0.11208;0.08966;0.87355
2023-05-29 Kl. 08-09;0.44534;0.44534;0.12875;0.10300;0.44534
2023-05-29 Kl. 09-10;0.05999;0.05999;0.05999;0.04799;0.05999
2023-05-29 Kl. 10-11;0.05195;0.05195;0.05195;0.04156;0.05195
2023-05-29 Kl. 11-12;0.03424;0.03424;0.03424;0.02739;0.03424
2023-05-29 Kl. 12-13;0.03126;0.03126;0.03126;0.02501;0.03126
2023-05-29 Kl. 13-14;0.02784;0.02784;0.02784;0.02227;0.02784
2023-05-29 Kl. 14-15;0.02426;0.02426;0.02426;0.01941;0.02426
2023-05-29 Kl. 15-16;0.02500;0.02500;0.02500;0.02000;0.02500
2023-05-29 Kl. 16-17;0.02292;0.02292;0.02292;0.01834;0.02292
2023-05-29 Kl. 17-18;0.03319;0.03319;0.03319;0.02655;0.03319
2023-05-29 Kl. 18-19;0.51768;0.51768;0.11832;0.09466;0.51768
2023-05-29 Kl. 19-20;0.81848;0.81848;0.13976;0.11181;0.81848
2023-05-29 Kl. 20-21;1.00989;1.00989;0.14631;0.11705;1.00989
2023-05-29 Kl. 21-22;0.97328;0.97328;0.13694;0.10955;0.97328
2023-05-29 Kl. 22-23;0.93636;0.94499;0.11877;0.09502;0.93636
2023-05-29 Kl. 23-00;0.88635;0.90346;0.04495;0.03596;0.88635
2023-05-30 Kl. 00-01;0.83843;0.98517;0.12756;0.10205;0.83843
2023-05-30 Kl. 01-02;0.81163;0.90674;0.11996;0.09597;0.81163
2023-05-30 Kl. 02-03;0.80374;0.91240;0.13455;0.10764;0.80374
2023-05-30 Kl. 03-04;0.80270;0.89305;0.12503;0.10002;0.80270
2023-05-30 Kl. 04-05;0.80568;0.85153;0.17385;0.13908;0.80568
2023-05-30 Kl. 05-06;0.80315;1.01123;0.22029;0.17623;0.80315
2023-05-30 Kl. 06-07;1.06988;1.06988;0.23264;0.18611;1.06988
2023-05-30 Kl. 07-08;1.28256;1.28256;0.23740;0.18992;1.28256
2023-05-30 Kl. 08-09;0.90956;1.32156;0.26866;0.21493;0.90956
2023-05-30 Kl. 09-10;0.91581;1.29894;0.26345;0.21076;0.91581
2023-05-30 Kl. 10-11;0.92059;1.18596;0.26166;0.20933;0.92059
2023-05-30 Kl. 11-12;0.93710;1.01539;0.24946;0.19957;0.93710
2023-05-30 Kl. 12-13;0.93219;0.93219;0.23830;0.19064;0.93219
2023-05-30 Kl. 13-14;0.85375;0.85375;0.23130;0.18504;0.85375
2023-05-30 Kl. 14-15;0.84065;0.84065;0.22818;0.18254;0.84065
2023-05-30 Kl. 15-16;0.89305;0.90376;0.19499;0.15599;0.89305
2023-05-30 Kl. 16-17;0.88545;1.03936;0.17741;0.14193;0.88545
2023-05-30 Kl. 17-18;0.88545;1.16751;0.14214;0.11371;0.88545
2023-05-30 Kl. 18-19;0.87444;1.28733;0.14586;0.11669;0.87444
2023-05-30 Kl. 19-20;0.86745;1.23033;0.08856;0.07085;0.86745
2023-05-30 Kl. 20-21;0.82964;1.17540;0.03661;0.02929;0.82964
2023-05-30 Kl. 21-22;0.80061;1.13030;0.02575;0.02060;0.80061
2023-05-30 Kl. 22-23;0.80046;1.11869;0.00164;0.00131;0.80046
2023-05-30 Kl. 23-00;0.78975;1.11571;-0.01536;-0.01536;0.78975
2023-05-31 Kl. 00-01;0.86641;1.18933;-0.04403;-0.04403;0.86641
2023-05-31 Kl. 01-02;0.85184;1.01069;-0.04569;-0.04569;0.85184
2023-05-31 Kl. 02-03;0.84529;0.97023;-0.04510;-0.04510;0.84529
2023-05-31 Kl. 03-04;0.83815;0.83815;-0.04914;-0.04914;0.83815
2023-05-31 Kl. 04-05;0.83725;0.83725;-0.03974;-0.03974;0.83725
2023-05-31 Kl. 05-06;0.84529;0.88054;-0.03070;-0.03070;0.84529
2023-05-31 Kl. 06-07;0.86849;1.01248;-0.00167;-0.00167;0.86849
2023-05-31 Kl. 07-08;0.89571;1.21565;0.00506;0.00405;0.89571
2023-05-31 Kl. 08-09;0.94077;1.08015;0.01740;0.01392;0.94077
2023-05-31 Kl. 09-10;0.95297;1.01084;0.01785;0.01428;0.95297
2023-05-31 Kl. 10-11;0.84216;0.84216;0.01458;0.01166;0.84216
2023-05-31 Kl. 11-12;0.69908;0.69908;0.00164;0.00131;0.69908
2023-05-31 Kl. 12-13;0.22266;0.22266;0.00149;0.00119;0.22266
2023-05-31 Kl. 13-14;0.00833;0.00833;-0.00024;-0.00024;0.00833
2023-05-31 Kl. 14-15;-0.00964;-0.00964;-0.00964;-0.00964;-0.00964
2023-05-31 Kl. 15-16;0.02781;0.02781;-0.00202;-0.00202;0.02781
2023-05-31 Kl. 16-17;0.48905;0.48905;0.00000;0.00000;0.48905
2023-05-31 Kl. 17-18;0.77151;0.77151;0.00000;0.00000;0.77151
2023-05-31 Kl. 18-19;0.86165;0.86165;0.00015;0.00012;0.86165
2023-05-31 Kl. 19-20;0.87400;0.87400;0.00000;0.00000;0.87400
2023-05-31 Kl. 20-21;0.89110;0.98318;0.00000;0.00000;0.89110
2023-05-31 Kl. 21-22;0.87444;0.87444;0.00015;0.00012;0.87444
2023-05-31 Kl. 22-23;0.84633;0.84633;0.00015;0.00012;0.84633
2023-05-31 Kl. 23-00;0.84960;0.87489;0.00000;0.00000;0.84960
2023-06-01 Kl. 00-01;0.79088;0.81448;0.01428;0.01142;0.79088
2023-06-01 Kl. 01-02;0.77885;0.80831;0.00090;0.00072;0.77885
2023-06-01 Kl. 02-03;0.77630;0.85896;0.00015;0.00012;0.77630
2023-06-01 Kl. 03-04;0.77540;0.89639;0.00120;0.00096;0.77540
2023-06-01 Kl. 04-05;0.77870;0.93818;0.02029;0.01623;0.77870
2023-06-01 Kl. 05-06;0.78818;0.96598;0.03111;0.02489;0.78818
2023-06-01 Kl. 06-07;0.79434;1.03030;0.05968;0.04774;0.79434
2023-06-01 Kl. 07-08;0.88631;1.03481;0.11198;0.08958;0.88631
2023-06-01 Kl. 08-09;0.89549;1.04474;0.13873;0.11098;0.89549
2023-06-01 Kl. 09-10;0.89158;1.04248;0.12926;0.10341;0.89158
2023-06-01 Kl. 10-11;0.88706;0.98731;0.11829;0.09463;0.88706
2023-06-01 Kl. 11-12;0.82109;0.86378;0.09980;0.07984;0.82109
2023-06-01 Kl. 12-13;0.61156;0.61156;0.07665;0.06132;0.61156
2023-06-01 Kl. 13-14;0.14504;0.14504;0.07425;0.05940;0.14504
2023-06-01 Kl. 14-15;0.04659;0.04659;0.04524;0.03619;0.04659
2023-06-01 Kl. 15-16;0.41318;0.41318;0.07485;0.05988;0.41318
2023-06-01 Kl. 16-17;0.76368;0.76368;0.07470;0.05976;0.76368
2023-06-01 Kl. 17-18;0.89654;0.89654;0.07470;0.05976;0.89654
2023-06-01 Kl. 18-19;0.94539;0.95125;0.08823;0.07058;0.94539
2023-06-01 Kl. 19-20;0.94328;0.94328;0.10371;0.08297;0.94328
2023-06-01 Kl. 20-21;0.96146;0.96146;0.11829;0.09463;0.96146
2023-06-01 Kl. 21-22;0.93952;0.95726;0.14159;0.11327;0.93952
2023-06-01 Kl. 22-23;0.89594;0.97424;0.13031;0.10425;0.89594
2023-06-01 Kl. 23-00;0.88256;0.98130;0.07500;0.06000;0.88256
2023-06-02 Kl. 00-01;0.86754;1.02373;0.03016;0.02413;0.86754
2023-06-02 Kl. 01-02;0.85006;1.01775;0.02494;0.01995;0.85006
2023-06-02 Kl. 02-03;0.84185;0.93518;0.02285;0.01828;0.84185
2023-06-02 Kl. 03-04;0.83991;0.86873;0.02329;0.01863;0.83991
2023-06-02 Kl. 04-05;0.83991;0.88246;0.03180;0.02544;0.83991
2023-06-02 Kl. 05-06;0.85350;0.98639;0.05585;0.04468;0.85350
2023-06-02 Kl. 06-07;0.87709;1.04523;0.13080;0.10464;0.87709
2023-06-02 Kl. 07-08;0.86679;1.13063;0.15529;0.12423;0.86679
2023-06-02 Kl. 08-09;0.86709;1.31818;0.24638;0.19710;0.86709
2023-06-02 Kl. 09-10;0.86724;1.13093;0.25906;0.20725;0.86724
2023-06-02 Kl. 10-11;0.86335;1.04104;0.26190;0.20952;0.86335
2023-06-02 Kl. 11-12;0.86455;0.91368;0.26265;0.21012;0.86455
2023-06-02 Kl. 12-13;0.79139;0.79139;0.26101;0.20881;0.79139
2023-06-02 Kl. 13-14;0.67939;0.67939;0.26340;0.21072;0.67939
2023-06-02 Kl. 14-15;0.56785;0.56785;0.26788;0.21430;0.56785
2023-06-02 Kl. 15-16;0.75106;0.75106;0.28684;0.21394;0.75106
2023-06-02 Kl. 16-17;0.82319;0.82319;0.26384;0.21107;0.82319
2023-06-02 Kl. 17-18;0.82483;1.06881;0.26310;0.21048;0.82483
2023-06-02 Kl. 18-19;0.82080;1.23068;0.26160;0.20928;0.82080
2023-06-02 Kl. 19-20;0.85006;1.16975;0.25803;0.20642;0.85006
2023-06-02 Kl. 20-21;0.83976;1.17633;0.25578;0.20462;0.83976
2023-06-02 Kl. 21-22;0.82721;1.16870;0.25085;0.20068;0.82721
2023-06-02 Kl. 22-23;0.79930;1.20723;0.22830;0.18264;0.79930
2023-06-02 Kl. 23-00;0.83678;1.22948;0.20665;0.16532;0.83678
2023-06-03 Kl. 00-01;0.82805;1.15554;0.25184;0.20147;0.82805
2023-06-03 Kl. 01-02;0.81428;1.11083;0.24325;0.19460;0.81428
2023-06-03 Kl. 02-03;0.81102;1.08565;0.21734;0.17387;0.81102
2023-06-03 Kl. 03-04;0.81029;1.01253;0.20668;0.16534;0.81029
2023-06-03 Kl. 04-05;0.80910;1.01534;0.20594;0.16475;0.80910
2023-06-03 Kl. 05-06;0.81058;0.97714;0.20135;0.16108;0.81058
2023-06-03 Kl. 06-07;0.80999;1.07810;0.20120;0.16096;0.80999
2023-06-03 Kl. 07-08;0.81620;1.02880;0.20298;0.16238;0.81620
2023-06-03 Kl. 08-09;0.85306;0.85306;0.20786;0.16629;0.85306
2023-06-03 Kl. 09-10;0.78511;0.78511;0.24444;0.19555;0.78511
2023-06-03 Kl. 10-11;0.67245;0.67245;0.25154;0.20123;0.67245
2023-06-03 Kl. 11-12;0.13191;0.13191;0.09224;0.07379;0.13191
2023-06-03 Kl. 12-13;0.05226;0.05226;0.03835;0.03068;0.05226
2023-06-03 Kl. 13-14;0.03286;0.03286;0.03286;0.02629;0.03286
2023-06-03 Kl. 14-15;0.02769;0.02769;0.02635;0.02108;0.02769
2023-06-03 Kl. 15-16;0.02414;0.02414;0.02384;0.01907;0.02414
2023-06-03 Kl. 16-17;0.40004;0.40004;0.07965;0.06372;0.40004
2023-06-03 Kl. 17-18;0.72619;0.72619;0.20668;0.16534;0.72619
2023-06-03 Kl. 18-19;0.81650;0.81650;0.21379;0.17103;0.81650
2023-06-03 Kl. 19-20;0.82790;1.06449;0.20520;0.16416;0.82790
2023-06-03 Kl. 20-21;0.81620;1.16768;0.19365;0.15492;0.81620
2023-06-03 Kl. 21-22;0.81191;1.16531;0.17041;0.13633;0.81191
2023-06-03 Kl. 22-23;0.81043;1.16560;0.14716;0.11773;0.81043
2023-06-03 Kl. 23-00;0.80969;1.16324;0.13133;0.10506;0.80969
2023-06-04 Kl. 00-01;0.79411;1.13923;0.10609;0.08487;0.79411
2023-06-04 Kl. 01-02;0.78791;1.07091;0.10653;0.08522;0.78791
2023-06-04 Kl. 02-03;0.78466;1.03565;0.10874;0.08699;0.78466
2023-06-04 Kl. 03-04;0.78511;1.02444;0.10786;0.08629;0.78511
2023-06-04 Kl. 04-05;0.78378;1.04096;0.12010;0.09608;0.78378
2023-06-04 Kl. 05-06;0.78466;1.02989;0.13530;0.10824;0.78466
2023-06-04 Kl. 06-07;0.78393;0.95346;0.15006;0.12005;0.78393
2023-06-04 Kl. 07-08;0.78423;0.82303;0.17780;0.14224;0.78423
2023-06-04 Kl. 08-09;0.72860;0.72860;0.20465;0.16372;0.72860
2023-06-04 Kl. 09-10;0.51598;0.51598;0.25468;0.20374;0.51598
2023-06-04 Kl. 10-11;0.12129;0.12129;0.12129;0.09703;0.12129
2023-06-04 Kl. 11-12;0.39868;0.39868;0.06625;0.05300;0.39868
2023-06-04 Kl. 12-13;0.39868;0.39868;0.05990;0.04792;0.39868
2023-06-04 Kl. 13-14;0.26913;0.26913;0.05356;0.04285;0.26913
2023-06-04 Kl. 14-15;0.06640;0.06640;0.04500;0.03600;0.06640
2023-06-04 Kl. 15-16;0.04426;0.04426;0.04426;0.03541;0.04426
2023-06-04 Kl. 16-17;0.49193;0.49193;0.07392;0.05914;0.49193
2023-06-04 Kl. 17-18;0.71266;0.71266;0.22723;0.18178;0.71266
2023-06-04 Kl. 18-19;0.78334;0.81153;0.22855;0.18284;0.78334
2023-06-04 Kl. 19-20;0.79204;1.06590;0.23460;0.18768;0.79204
2023-06-04 Kl. 20-21;0.80901;1.16431;0.19448;0.15558;0.80901
2023-06-04 Kl. 21-22;0.80739;1.16373;0.18355;0.14684;0.80739
2023-06-04 Kl. 22-23;0.79854;1.15974;0.14091;0.11273;0.79854
2023-06-04 Kl. 23-00;0.79485;1.14926;0.09665;0.07732;0.79485
2023-06-05 Kl. 00-01;0.76519;1.12418;0.01726;0.01381;0.76519
2023-06-05 Kl. 01-02;0.75354;1.01544;0.00015;0.00012;0.75354
2023-06-05 Kl. 02-03;0.75309;0.99891;0.00000;0.00000;0.75309
2023-06-05 Kl. 03-04;0.75103;0.90521;-0.00024;-0.00024;0.75103
2023-06-05 Kl. 04-05;0.75044;0.88426;0.00000;0.00000;0.75044
2023-06-05 Kl. 05-06;0.75545;0.97413;0.00015;0.00012;0.75545
2023-06-05 Kl. 06-07;0.73804;1.12845;0.03793;0.03034;0.73804
2023-06-05 Kl. 07-08;0.76608;1.39700;0.07230;0.05784;0.76608
2023-06-05 Kl. 08-09;0.76165;1.42901;0.09930;0.07944;0.76165
2023-06-05 Kl. 09-10;0.76416;1.19323;0.09561;0.07649;0.76416
2023-06-05 Kl. 10-11;0.76460;1.07460;0.07392;0.05914;0.76460
2023-06-05 Kl. 11-12;0.76269;1.00393;0.07408;0.05926;0.76269
2023-06-05 Kl. 12-13;0.75914;0.99183;0.07363;0.05890;0.75914
2023-06-05 Kl. 13-14;0.76622;0.99124;0.07510;0.06008;0.76622
2023-06-05 Kl. 14-15;0.76504;0.97324;0.07540;0.06032;0.76504
2023-06-05 Kl. 15-16;0.75796;0.99861;0.07924;0.06339;0.75796
2023-06-05 Kl. 16-17;0.75516;1.08124;0.07348;0.05878;0.75516
2023-06-05 Kl. 17-18;0.75029;1.15959;0.07939;0.06351;0.75029
2023-06-05 Kl. 18-19;0.74764;1.13820;0.09104;0.07283;0.74764
2023-06-05 Kl. 19-20;0.74601;1.16165;0.11303;0.09042;0.74601
2023-06-05 Kl. 20-21;0.74675;1.18468;0.11936;0.09549;0.74675
2023-06-05 Kl. 21-22;0.74380;1.18453;0.11819;0.09455;0.74380
2023-06-05 Kl. 22-23;0.73730;1.17360;0.08336;0.06669;0.73730
2023-06-05 Kl. 23-00;0.72830;1.16313;0.07850;0.06280;0.72830
2023-06-06 Kl. 00-01;0.74004;1.14911;0.07783;0.06226;0.74004
2023-06-06 Kl. 01-02;0.72761;1.11405;0.09025;0.07220;0.72761
2023-06-06 Kl. 02-03;0.72346;0.97335;0.10445;0.08356;0.72346
2023-06-06 Kl. 03-04;0.72421;0.92719;0.11702;0.09362;0.72421
2023-06-06 Kl. 04-05;0.72421;0.92985;0.14469;0.11575;0.72421
2023-06-06 Kl. 05-06;0.73811;1.01789;0.21201;0.16961;0.73811
2023-06-06 Kl. 06-07;0.75409;1.03978;0.27000;0.21600;0.75409
2023-06-06 Kl. 07-08;0.76622;1.19883;0.27268;0.21814;0.76622
2023-06-06 Kl. 08-09;0.75527;1.55449;0.27963;0.22370;0.75527
2023-06-06 Kl. 09-10;0.75573;1.32414;0.28021;0.22417;0.75573
2023-06-06 Kl. 10-11;0.75646;1.24336;0.28066;0.22453;0.75646
2023-06-06 Kl. 11-12;0.75291;1.17649;0.28214;0.22571;0.75291
2023-06-06 Kl. 12-13;0.75424;1.09156;0.28436;0.22749;0.75424
2023-06-06 Kl. 13-14;0.75439;1.04585;0.28554;0.22843;0.75439
2023-06-06 Kl. 14-15;0.75335;0.99008;0.28465;0.22772;0.75335
2023-06-06 Kl. 15-16;0.75099;0.94080;0.27933;0.22346;0.75099
2023-06-06 Kl. 16-17;0.74876;1.10814;0.28614;0.22891;0.74876
2023-06-06 Kl. 17-18;0.74581;1.19883;0.32238;0.22973;0.74581
2023-06-06 Kl. 18-19;0.74448;1.14231;0.36884;0.22997;0.74448
2023-06-06 Kl. 19-20;0.74181;1.13699;0.37609;0.23033;0.74181
2023-06-06 Kl. 20-21;0.74506;1.19941;0.30803;0.23092;0.74506
2023-06-06 Kl. 21-22;0.74255;1.21244;0.30478;0.23115;0.74255
2023-06-06 Kl. 22-23;0.74802;1.15933;0.28421;0.22737;0.74802
2023-06-06 Kl. 23-00;0.74019;1.12870;0.27119;0.21695;0.74019
2023-06-07 Kl. 00-01;0.83001;1.19979;0.33878;0.23542;0.83001
2023-06-07 Kl. 01-02;0.81889;1.11153;0.30139;0.23554;0.81889
2023-06-07 Kl. 02-03;0.79679;1.01498;0.29339;0.23471;0.79679
2023-06-07 Kl. 03-04;0.79323;1.03159;0.29205;0.23364;0.79323
2023-06-07 Kl. 04-05;0.79990;1.03233;0.29013;0.23210;0.79990
2023-06-07 Kl. 05-06;0.79234;1.07519;0.28938;0.23150;0.79234
2023-06-07 Kl. 06-07;0.85953;1.10975;0.28983;0.23186;0.85953
2023-06-07 Kl. 07-08;1.20083;1.20083;0.29220;0.23376;1.20083
2023-06-07 Kl. 08-09;1.20098;1.64801;0.43829;0.23435;1.20098
2023-06-07 Kl. 09-10;1.20098;1.41619;0.39854;0.23435;1.20098
2023-06-07 Kl. 10-11;1.03781;1.33846;0.36948;0.23435;1.03781
2023-06-07 Kl. 11-12;0.96218;1.24473;0.34900;0.23423;0.96218
2023-06-07 Kl. 12-13;0.95965;1.15143;0.40448;0.23388;0.95965
2023-06-07 Kl. 13-14;0.95669;1.12191;0.40981;0.23411;0.95669
2023-06-07 Kl. 14-15;0.95386;1.09878;0.39216;0.23435;0.95386
2023-06-07 Kl. 15-16;0.80672;1.13615;0.38060;0.23435;0.80672
2023-06-07 Kl. 16-17;0.77128;1.14565;0.38594;0.23471;0.77128
2023-06-07 Kl. 17-18;0.77024;1.29130;0.38994;0.23423;0.77024
2023-06-07 Kl. 18-19;0.77855;1.24963;0.40076;0.23411;0.77855
2023-06-07 Kl. 19-20;0.78033;1.35715;0.39899;0.23388;0.78033
2023-06-07 Kl. 20-21;0.80495;1.33431;0.30674;0.23399;0.80495
2023-06-07 Kl. 21-22;0.79219;1.30702;0.32765;0.23399;0.79219
2023-06-07 Kl. 22-23;0.83120;1.23271;0.28730;0.22984;0.83120
2023-06-07 Kl. 23-00;0.79367;1.21224;0.24370;0.19496;0.79367
2023-06-08 Kl. 00-01;0.85658;1.17303;0.28651;0.22921;0.85658
2023-06-08 Kl. 01-02;0.84934;1.12715;0.28769;0.23015;0.84934
2023-06-08 Kl. 02-03;0.84359;1.06799;0.28636;0.22909;0.84359
2023-06-08 Kl. 03-04;0.84079;1.04143;0.28430;0.22744;0.84079
2023-06-08 Kl. 04-05;0.84005;1.01369;0.28665;0.22932;0.84005
2023-06-08 Kl. 05-06;0.83710;0.95025;0.29255;0.23404;0.83710
2023-06-08 Kl. 06-07;0.84728;0.97504;0.30053;0.24042;0.84728
2023-06-08 Kl. 07-08;0.87354;1.14175;0.38285;0.24715;0.87354
2023-06-08 Kl. 08-09;0.87059;1.26996;0.43566;0.24880;0.87059
2023-06-08 Kl. 09-10;0.86970;1.15871;0.41088;0.24986;0.86970
2023-06-08 Kl. 10-11;0.85879;1.10870;0.40483;0.24892;0.85879
2023-06-08 Kl. 11-12;0.85996;1.04290;0.38919;0.24797;0.85996
2023-06-08 Kl. 12-13;0.85968;0.97578;0.39273;0.24656;0.85968
2023-06-08 Kl. 13-14;0.86218;0.97003;0.38255;0.24514;0.86218
2023-06-08 Kl. 14-15;0.86558;0.97415;0.37251;0.24396;0.86558
2023-06-08 Kl. 15-16;0.86336;1.03125;0.37266;0.24396;0.86336
2023-06-08 Kl. 16-17;0.85834;1.03700;0.37223;0.24313;0.85834
2023-06-08 Kl. 17-18;0.85495;1.07270;0.37960;0.24372;0.85495
2023-06-08 Kl. 18-19;0.85185;1.12980;0.39391;0.24443;0.85185
2023-06-08 Kl. 19-20;0.84890;1.26892;0.39790;0.24479;0.84890
2023-06-08 Kl. 20-21;0.85908;1.51825;0.30658;0.24526;0.85908
2023-06-08 Kl. 21-22;0.85229;1.33473;0.30554;0.24443;0.85229
2023-06-08 Kl. 22-23;0.84905;1.17435;0.30775;0.24620;0.84905
2023-06-08 Kl. 23-00;0.84064;1.16728;0.29123;0.23298;0.84064
2023-06-09 Kl. 00-01;0.83076;1.17458;0.30439;0.24351;0.83076
2023-06-09 Kl. 01-02;0.80605;1.15104;0.30248;0.24198;0.80605
