Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2024-07-23 Kl. 17-18;0.34979;0.61259;0.34979;0.27983;0.34979
2024-07-23 Kl. 18-19;0.35679;0.61466;0.35679;0.28543;0.35679
2024-07-23 Kl. 19-20;0.36378;0.61660;0.36378;0.29102;0.36378
2024-07-23 Kl. 20-21;0.35276;0.60143;0.35276;0.28221;0.35276
2024-07-23 Kl. 21-22;0.34786;0.58864;0.34786;0.27829;0.34786
2024-07-23 Kl. 22-23;0.37582;0.55235;0.33536;0.26829;0.37582
2024-07-23 Kl. 23-00;0.35440;0.54938;0.31321;0.25057;0.35440
2024-07-24 Kl. 00-01;0.34233;0.55231;0.30170;0.24136;0.34233
2024-07-24 Kl. 01-02;0.32664;0.53798;0.28885;0.23108;0.32664
2024-07-24 Kl. 02-03;0.31335;0.53380;0.28378;0.22702;0.31335
2024-07-24 Kl. 03-04;0.31275;0.52573;0.28034;0.22427;0.31275
2024-07-24 Kl. 04-05;0.31230;0.52259;0.28154;0.22523;0.31230
2024-07-24 Kl. 05-06;0.30738;0.53454;0.30738;0.24590;0.30738
2024-07-24 Kl. 06-07;0.32918;0.53888;0.32918;0.26334;0.32918
2024-07-24 Kl. 07-08;0.34291;0.54320;0.34291;0.27433;0.34291
2024-07-24 Kl. 08-09;0.35845;0.52259;0.35845;0.28676;0.35845
2024-07-24 Kl. 09-10;0.36726;0.50348;0.36726;0.29381;0.36726
2024-07-24 Kl. 10-11;0.37264;0.42641;0.36995;0.29596;0.37264
2024-07-24 Kl. 11-12;0.31649;0.31649;0.32754;0.26203;0.31649
2024-07-24 Kl. 12-13;0.23165;0.23165;0.32350;0.25880;0.23165
2024-07-24 Kl. 13-14;0.07721;0.07721;0.32963;0.26370;0.07721
2024-07-24 Kl. 14-15;0.08484;0.08484;0.32814;0.26251;0.08484
2024-07-24 Kl. 15-16;0.22836;0.22836;0.32694;0.26155;0.22836
2024-07-24 Kl. 16-17;0.29050;0.29050;0.32231;0.25785;0.29050
2024-07-24 Kl. 17-18;0.37010;0.42343;0.37010;0.29608;0.37010
2024-07-24 Kl. 18-19;0.38354;0.58219;0.38354;0.30683;0.38354
2024-07-24 Kl. 19-20;0.38712;0.63371;0.38712;0.30970;0.38712
2024-07-24 Kl. 20-21;0.37324;0.64730;0.37324;0.29859;0.37324
2024-07-24 Kl. 21-22;0.36129;0.66269;0.36129;0.28903;0.36129
2024-07-24 Kl. 22-23;0.35278;0.65566;0.35278;0.28222;0.35278
2024-07-24 Kl. 23-00;0.33171;0.65149;0.33171;0.26537;0.33171
2024-07-25 Kl. 00-01;0.32730;0.58096;0.32730;0.26184;0.32730
2024-07-25 Kl. 01-02;0.32178;0.58918;0.32178;0.25742;0.32178
2024-07-25 Kl. 02-03;0.31730;0.58993;0.31730;0.25384;0.31730
2024-07-25 Kl. 03-04;0.31490;0.59725;0.31490;0.25192;0.31490
2024-07-25 Kl. 04-05;0.31595;0.60591;0.31595;0.25276;0.31595
2024-07-25 Kl. 05-06;0.31431;0.63519;0.31431;0.25145;0.31431
2024-07-25 Kl. 06-07;0.33314;0.64043;0.33314;0.26651;0.33314
2024-07-25 Kl. 07-08;0.35943;0.63952;0.35943;0.28754;0.35943
2024-07-25 Kl. 08-09;0.37033;0.63160;0.37033;0.29626;0.37033
2024-07-25 Kl. 09-10;0.37571;0.60890;0.37571;0.30057;0.37571
2024-07-25 Kl. 10-11;0.37541;0.60815;0.37541;0.30033;0.37541
2024-07-25 Kl. 11-12;0.36360;0.56841;0.36360;0.29088;0.36360
2024-07-25 Kl. 12-13;0.35449;0.37451;0.35449;0.28359;0.35449
2024-07-25 Kl. 13-14;0.26800;0.26800;0.34284;0.27427;0.26800
2024-07-25 Kl. 14-15;0.25724;0.25724;0.34896;0.27917;0.25724
2024-07-25 Kl. 15-16;0.33239;0.49835;0.35240;0.28192;0.33239
2024-07-25 Kl. 16-17;0.35121;0.59934;0.35121;0.28192;0.35121
2024-07-25 Kl. 17-18;0.35838;0.63937;0.35838;0.28670;0.35838
2024-07-25 Kl. 18-19;0.36570;0.64640;0.36570;0.29256;0.36570
2024-07-25 Kl. 19-20;0.37033;0.64415;0.37033;0.29626;0.37033
2024-07-25 Kl. 20-21;0.35853;0.64415;0.35853;0.28682;0.35853
2024-07-25 Kl. 21-22;0.34836;0.64445;0.34836;0.28192;0.34836
2024-07-25 Kl. 22-23;0.35285;0.63086;0.35285;0.28228;0.35285
2024-07-25 Kl. 23-00;0.32373;0.60800;0.32373;0.25898;0.32373
2024-07-26 Kl. 00-01;0.30956;0.59443;0.30956;0.24765;0.30956
2024-07-26 Kl. 01-02;0.30008;0.58675;0.30008;0.24006;0.30008
2024-07-26 Kl. 02-03;0.28743;0.59006;0.28743;0.22994;0.28743
2024-07-26 Kl. 03-04;0.28501;0.59368;0.28501;0.22801;0.28501
2024-07-26 Kl. 04-05;0.28320;0.59413;0.28320;0.22656;0.28320
2024-07-26 Kl. 05-06;0.28501;0.60301;0.28501;0.22801;0.28501
2024-07-26 Kl. 06-07;0.28878;0.60528;0.28878;0.23102;0.28878
2024-07-26 Kl. 07-08;0.30234;0.63948;0.30234;0.24187;0.30234
2024-07-26 Kl. 08-09;0.31409;0.63903;0.31409;0.25127;0.31409
2024-07-26 Kl. 09-10;0.31334;0.63525;0.31334;0.25067;0.31334
2024-07-26 Kl. 10-11;0.30460;0.62155;0.30460;0.24368;0.30460
2024-07-26 Kl. 11-12;0.29465;0.64971;0.28743;0.22994;0.29465
2024-07-26 Kl. 12-13;0.29390;0.69823;0.27959;0.22367;0.29390
2024-07-26 Kl. 13-14;0.28788;0.74989;0.28275;0.22620;0.28788
2024-07-26 Kl. 14-15;0.28803;0.72910;0.28381;0.22705;0.28803
2024-07-26 Kl. 15-16;0.28969;0.72066;0.28969;0.23175;0.28969
2024-07-26 Kl. 16-17;0.29059;0.70666;0.29059;0.23247;0.29059
2024-07-26 Kl. 17-18;0.30731;0.72353;0.30731;0.24585;0.30731
2024-07-26 Kl. 18-19;0.31243;0.74236;0.31243;0.24994;0.31243
2024-07-26 Kl. 19-20;0.31529;0.74869;0.31529;0.25223;0.31529
2024-07-26 Kl. 20-21;0.31725;0.71871;0.31725;0.25380;0.31725
2024-07-26 Kl. 21-22;0.31003;0.71841;0.31003;0.24802;0.31003
2024-07-26 Kl. 22-23;0.30580;0.71690;0.32659;0.26127;0.30580
2024-07-26 Kl. 23-00;0.29450;0.70726;0.31334;0.25067;0.29450
2024-07-27 Kl. 00-01;0.29893;0.73001;0.29893;0.23914;0.29893
2024-07-27 Kl. 01-02;0.29266;0.72330;0.29266;0.23413;0.29266
2024-07-27 Kl. 02-03;0.28849;0.71674;0.28849;0.23079;0.28849
2024-07-27 Kl. 03-04;0.28923;0.71106;0.28923;0.23138;0.28923
2024-07-27 Kl. 04-05;0.29281;0.71151;0.29281;0.23425;0.29281
2024-07-27 Kl. 05-06;0.29520;0.72390;0.29520;0.23616;0.29520
2024-07-27 Kl. 06-07;0.30519;0.72718;0.30519;0.24415;0.30519
2024-07-27 Kl. 07-08;0.31280;0.74478;0.31280;0.25024;0.31280
2024-07-27 Kl. 08-09;0.32637;0.74448;0.32637;0.26110;0.32637
2024-07-27 Kl. 09-10;0.33533;0.74568;0.33533;0.26826;0.33533
2024-07-27 Kl. 10-11;0.32801;0.72748;0.36366;0.29093;0.32801
2024-07-27 Kl. 11-12;0.32145;0.61366;0.35949;0.28759;0.32145
2024-07-27 Kl. 12-13;0.31310;0.52208;0.35949;0.28759;0.31310
2024-07-27 Kl. 13-14;0.26551;0.27401;0.35934;0.28747;0.26551
2024-07-27 Kl. 14-15;0.26730;0.48524;0.35949;0.28759;0.26730
2024-07-27 Kl. 15-16;0.30191;0.59666;0.35366;0.28293;0.30191
2024-07-27 Kl. 16-17;0.30773;0.67900;0.35934;0.28747;0.30773
2024-07-27 Kl. 17-18;0.31295;0.84338;0.35949;0.28759;0.31295
2024-07-27 Kl. 18-19;0.32502;0.86739;0.35949;0.28759;0.32502
2024-07-27 Kl. 19-20;0.33621;0.82668;0.35949;0.28759;0.33621
2024-07-27 Kl. 20-21;0.33159;0.77506;0.35755;0.28747;0.33159
2024-07-27 Kl. 21-22;0.32473;0.77461;0.35531;0.28425;0.32473
2024-07-27 Kl. 22-23;0.32264;0.74478;0.34740;0.27792;0.32264
2024-07-27 Kl. 23-00;0.30951;0.74105;0.34860;0.27888;0.30951
2024-07-28 Kl. 00-01;0.32445;0.79316;0.33669;0.26935;0.32445
2024-07-28 Kl. 01-02;0.31804;0.75199;0.31804;0.25443;0.31804
2024-07-28 Kl. 02-03;0.30969;0.74631;0.30969;0.24775;0.30969
2024-07-28 Kl. 03-04;0.30208;0.74588;0.30208;0.24166;0.30208
2024-07-28 Kl. 04-05;0.29850;0.74573;0.29850;0.23880;0.29850
2024-07-28 Kl. 05-06;0.29686;0.74483;0.29686;0.23749;0.29686
2024-07-28 Kl. 06-07;0.31281;0.74394;0.31281;0.25025;0.31281
2024-07-28 Kl. 07-08;0.32341;0.65801;0.32341;0.25873;0.32341
2024-07-28 Kl. 08-09;0.33028;0.55105;0.33028;0.26422;0.33028
2024-07-28 Kl. 09-10;0.07444;0.28358;0.30401;0.24321;0.28358
2024-07-28 Kl. 10-11;0.00000;0.00000;0.35489;0.28391;0.27671
2024-07-28 Kl. 11-12;-0.02900;-0.02900;0.33952;0.27162;0.27000
2024-07-28 Kl. 12-13;-0.17949;-0.17949;0.32908;0.26959;0.27060
2024-07-28 Kl. 13-14;-0.35563;-0.35563;0.30074;0.26959;0.27105
2024-07-28 Kl. 14-15;-0.58106;-0.58106;0.29671;0.27317;0.27209
2024-07-28 Kl. 15-16;-0.40014;-0.40014;0.29790;0.27448;0.27120
2024-07-28 Kl. 16-17;-0.15848;-0.05991;0.29715;0.26959;0.27613
2024-07-28 Kl. 17-18;0.01491;0.28000;0.29491;0.28391;0.28000
2024-07-28 Kl. 18-19;0.31819;0.55598;0.31819;0.28403;0.31819
2024-07-28 Kl. 19-20;0.32744;0.65845;0.32744;0.30790;0.32744
2024-07-28 Kl. 20-21;0.32684;0.67815;0.34803;0.32257;0.32684
2024-07-28 Kl. 21-22;0.32639;0.74140;0.36205;0.32257;0.32639
2024-07-28 Kl. 22-23;0.33385;0.71828;0.35504;0.28403;0.33385
2024-07-28 Kl. 23-00;0.32535;0.70470;0.35489;0.28391;0.32535
2024-07-29 Kl. 00-01;0.31715;0.67069;0.31326;0.25061;0.31715
2024-07-29 Kl. 01-02;0.31341;0.66249;0.31163;0.24930;0.31341
2024-07-29 Kl. 02-03;0.31253;0.66189;0.31253;0.25002;0.31253
2024-07-29 Kl. 03-04;0.31238;0.66501;0.31238;0.24990;0.31238
2024-07-29 Kl. 04-05;0.31253;0.67099;0.31253;0.25002;0.31253
2024-07-29 Kl. 05-06;0.31253;0.70097;0.31253;0.25002;0.31253
2024-07-29 Kl. 06-07;0.33086;0.70111;0.33086;0.26469;0.33086
2024-07-29 Kl. 07-08;0.36683;0.72290;0.36683;0.29346;0.36683
2024-07-29 Kl. 08-09;0.39293;0.75616;0.38845;0.31076;0.39293
2024-07-29 Kl. 09-10;0.40919;0.63742;0.39263;0.31410;0.40919
2024-07-29 Kl. 10-11;0.35459;0.53419;0.39099;0.31279;0.35459
2024-07-29 Kl. 11-12;0.31281;0.31281;0.38979;0.31183;0.31281
2024-07-29 Kl. 12-13;0.06235;0.06235;0.39009;0.31207;0.27105
2024-07-29 Kl. 13-14;-0.02029;-0.02029;0.39099;0.31279;0.18796
2024-07-29 Kl. 14-15;-0.00024;0.00626;0.39308;0.31446;0.13261
2024-07-29 Kl. 15-16;0.31058;0.39964;0.39188;0.31350;0.31058
2024-07-29 Kl. 16-17;0.33862;0.61116;0.38398;0.30718;0.33862
2024-07-29 Kl. 17-18;0.38949;0.66770;0.38949;0.31159;0.38949
2024-07-29 Kl. 18-19;0.38964;0.83060;0.38964;0.31171;0.38964
2024-07-29 Kl. 19-20;0.38323;1.72878;0.38323;0.30658;0.38323
2024-07-29 Kl. 20-21;0.39069;0.95606;0.39069;0.31255;0.39069
2024-07-29 Kl. 21-22;0.37681;0.92950;0.37681;0.30145;0.37681
2024-07-29 Kl. 22-23;0.38621;0.82374;0.38621;0.30897;0.38621
2024-07-29 Kl. 23-00;0.36249;0.77615;0.36249;0.28999;0.36249
2024-07-30 Kl. 00-01;0.34320;0.74849;0.34260;0.27408;0.34320
2024-07-30 Kl. 01-02;0.33859;0.74418;0.32608;0.26086;0.33859
2024-07-30 Kl. 02-03;0.33844;0.74358;0.31536;0.25229;0.33844
2024-07-30 Kl. 03-04;0.33695;0.74328;0.29600;0.23680;0.33695
2024-07-30 Kl. 04-05;0.33635;0.73911;0.29421;0.23537;0.33635
2024-07-30 Kl. 05-06;0.33397;0.74433;0.29704;0.23763;0.33397
2024-07-30 Kl. 06-07;0.33889;0.76458;0.29333;0.23466;0.33889
2024-07-30 Kl. 07-08;0.34275;0.80864;0.34141;0.27313;0.34275
2024-07-30 Kl. 08-09;0.34559;0.74448;0.34559;0.27647;0.34559
2024-07-30 Kl. 09-10;0.34886;0.65454;0.34886;0.27909;0.34886
2024-07-30 Kl. 10-11;0.34930;0.59454;0.35481;0.29171;0.34930
2024-07-30 Kl. 11-12;0.32623;0.41050;0.36464;0.29171;0.32623
2024-07-30 Kl. 12-13;0.01623;0.01668;0.36851;0.29481;0.02874
2024-07-30 Kl. 13-14;0.00015;0.00015;0.36940;0.29552;0.00075
2024-07-30 Kl. 14-15;0.01489;0.01489;0.37194;0.30994;0.01489
2024-07-30 Kl. 15-16;0.32920;0.53051;0.37119;0.30982;0.32920
2024-07-30 Kl. 16-17;0.34365;0.63310;0.36390;0.29910;0.34365
2024-07-30 Kl. 17-18;0.34439;0.73778;0.35630;0.29183;0.34439
2024-07-30 Kl. 18-19;0.34766;1.47286;0.35272;0.29183;0.34766
2024-07-30 Kl. 19-20;0.34439;1.83259;0.34439;0.29183;0.34439
2024-07-30 Kl. 20-21;0.34469;2.37353;0.34469;0.29183;0.34469
2024-07-30 Kl. 21-22;0.34245;2.08451;0.34245;0.29171;0.34245
2024-07-30 Kl. 22-23;0.34574;0.95575;0.29734;0.25455;0.34574
2024-07-30 Kl. 23-00;0.34514;0.77335;0.28841;0.25562;0.34514
2024-07-31 Kl. 00-01;0.34552;0.82260;0.27574;0.22059;0.34552
2024-07-31 Kl. 01-02;0.34121;0.81533;0.23252;0.18602;0.34121
2024-07-31 Kl. 02-03;0.34002;0.81131;0.24084;0.19267;0.34002
2024-07-31 Kl. 03-04;0.33156;0.81339;0.27781;0.22225;0.33156
2024-07-31 Kl. 04-05;0.33023;0.81533;0.29118;0.23294;0.33023
2024-07-31 Kl. 05-06;0.32845;0.81755;0.30870;0.24696;0.32845
2024-07-31 Kl. 06-07;0.33409;0.89521;0.31464;0.25171;0.33409
2024-07-31 Kl. 07-08;0.35295;1.02068;0.32087;0.25670;0.35295
2024-07-31 Kl. 08-09;0.35518;0.95341;0.31211;0.24969;0.35518
2024-07-31 Kl. 09-10;0.35904;0.83745;0.32191;0.25753;0.35904
2024-07-31 Kl. 10-11;0.37477;0.71391;0.32533;0.26026;0.37477
2024-07-31 Kl. 11-12;0.37031;0.58591;0.29430;0.25931;0.37031
2024-07-31 Kl. 12-13;0.32280;0.35028;0.29430;0.25468;0.32280
2024-07-31 Kl. 13-14;0.17418;0.17418;0.28168;0.25100;0.17418
2024-07-31 Kl. 14-15;0.29860;0.29860;0.28524;0.25836;0.29860
2024-07-31 Kl. 15-16;0.35904;0.54924;0.28405;0.25468;0.35904
2024-07-31 Kl. 16-17;0.34136;0.68911;0.31078;0.26086;0.34136
2024-07-31 Kl. 17-18;0.34077;0.76024;0.31419;0.26097;0.34077
2024-07-31 Kl. 18-19;0.33810;0.76900;0.32118;0.26691;0.33810
2024-07-31 Kl. 19-20;0.33171;0.78221;0.32770;0.27986;0.33171
2024-07-31 Kl. 20-21;0.34106;0.77701;0.34106;0.27285;0.34106
2024-07-31 Kl. 21-22;0.34018;0.76915;0.34018;0.27214;0.34018
2024-07-31 Kl. 22-23;0.34315;0.76231;0.34315;0.27452;0.34315
2024-07-31 Kl. 23-00;0.34686;0.76201;0.34686;0.27749;0.34686
2024-08-01 Kl. 00-01;0.34648;0.80435;0.24200;0.19360;0.34648
2024-08-01 Kl. 01-02;0.34293;0.80066;0.24289;0.19431;0.34293
2024-08-01 Kl. 02-03;0.34219;0.79240;0.24274;0.19419;0.34219
2024-08-01 Kl. 03-04;0.33924;0.80331;0.24023;0.19218;0.33924
2024-08-01 Kl. 04-05;0.33924;0.80553;0.24864;0.19891;0.33924
2024-08-01 Kl. 05-06;0.33924;0.80774;0.25469;0.20375;0.33924
2024-08-01 Kl. 06-07;0.35296;0.82530;0.26133;0.20906;0.35296
2024-08-01 Kl. 07-08;0.36875;0.81910;0.33156;0.26525;0.36875
2024-08-01 Kl. 08-09;0.37658;0.83681;0.34661;0.27729;0.37658
2024-08-01 Kl. 09-10;0.37658;0.81615;0.37126;0.29701;0.37658
2024-08-01 Kl. 10-11;0.37613;0.85112;0.37613;0.30090;0.37613
2024-08-01 Kl. 11-12;0.37185;0.86056;0.37185;0.29748;0.37185
2024-08-01 Kl. 12-13;0.37126;0.91310;0.37126;0.29701;0.37126
2024-08-01 Kl. 13-14;0.36801;0.86338;0.36801;0.29441;0.36801
2024-08-01 Kl. 14-15;0.36181;0.88743;0.36181;0.28945;0.36181
2024-08-01 Kl. 15-16;0.35769;0.90690;0.35769;0.28615;0.35769
2024-08-01 Kl. 16-17;0.35695;0.87326;0.35695;0.28556;0.35695
2024-08-01 Kl. 17-18;0.35754;0.88389;0.35754;0.28603;0.35754
2024-08-01 Kl. 18-19;0.35754;0.87296;0.35754;0.28603;0.35754
2024-08-01 Kl. 19-20;0.35710;0.92993;0.35710;0.28568;0.35710
2024-08-01 Kl. 20-21;0.35695;0.88417;0.35695;0.28556;0.35695
2024-08-01 Kl. 21-22;0.35326;0.88417;0.35326;0.28261;0.35326
2024-08-01 Kl. 22-23;0.36153;0.86101;0.36153;0.28922;0.36153
2024-08-01 Kl. 23-00;0.36034;0.82353;0.36034;0.28827;0.36034
2024-08-02 Kl. 00-01;0.34796;0.88195;0.34796;0.27837;0.34796
2024-08-02 Kl. 01-02;0.34077;0.88049;0.34077;0.27262;0.34077
2024-08-02 Kl. 02-03;0.33740;0.87520;0.33740;0.26992;0.33740
2024-08-02 Kl. 03-04;0.33549;0.87594;0.33549;0.26839;0.33549
2024-08-02 Kl. 04-05;0.33388;0.87814;0.33388;0.26710;0.33388
2024-08-02 Kl. 05-06;0.33401;0.88063;0.33401;0.26721;0.33401
2024-08-02 Kl. 06-07;0.35501;0.87211;0.33460;0.26768;0.35501
2024-08-02 Kl. 07-08;0.35736;0.88386;0.32874;0.26299;0.35736
2024-08-02 Kl. 08-09;0.37263;0.89722;0.35648;0.28518;0.37263
2024-08-02 Kl. 09-10;0.36970;0.90324;0.36176;0.28941;0.36970
2024-08-02 Kl. 10-11;0.37073;0.89942;0.37073;0.29658;0.37073
2024-08-02 Kl. 11-12;0.36676;0.89971;0.36676;0.29341;0.36676
2024-08-02 Kl. 12-13;0.36074;0.89693;0.36074;0.28859;0.36074
2024-08-02 Kl. 13-14;0.36206;0.87975;0.36206;0.28965;0.36206
2024-08-02 Kl. 14-15;0.35560;0.76185;0.35560;0.28448;0.35560
2024-08-02 Kl. 15-16;0.35810;0.76934;0.35810;0.28648;0.35810
2024-08-02 Kl. 16-17;0.35575;0.88093;0.35575;0.28460;0.35575
2024-08-02 Kl. 17-18;0.34298;0.89840;0.34313;0.27450;0.34298
2024-08-02 Kl. 18-19;0.34548;0.91984;0.34665;0.27732;0.34548
2024-08-02 Kl. 19-20;0.34709;0.92864;0.35325;0.28260;0.34709
2024-08-02 Kl. 20-21;0.34738;0.91323;0.35149;0.28119;0.34738
2024-08-02 Kl. 21-22;0.34004;0.90809;0.35031;0.28025;0.34004
2024-08-02 Kl. 22-23;0.34885;0.89268;0.34885;0.27908;0.34885
2024-08-02 Kl. 23-00;0.34298;0.88239;0.34298;0.27438;0.34298
2024-08-03 Kl. 00-01;0.32935;0.90909;0.32935;0.26348;0.32935
2024-08-03 Kl. 01-02;0.32220;0.90789;0.32220;0.25776;0.32220
2024-08-03 Kl. 02-03;0.31788;0.91206;0.31788;0.25430;0.31788
2024-08-03 Kl. 03-04;0.30745;0.91191;0.30745;0.24596;0.30745
2024-08-03 Kl. 04-05;0.30283;0.91146;0.30283;0.24226;0.30283
2024-08-03 Kl. 05-06;0.30134;0.91133;0.30134;0.24107;0.30134
2024-08-03 Kl. 06-07;0.30506;0.90655;0.30506;0.24405;0.30506
2024-08-03 Kl. 07-08;0.32220;0.90357;0.31296;0.25037;0.32220
2024-08-03 Kl. 08-09;0.33142;0.89866;0.33142;0.26514;0.33142
2024-08-03 Kl. 09-10;0.33158;0.79781;0.33158;0.26526;0.33158
2024-08-03 Kl. 10-11;0.34305;0.70606;0.34305;0.27444;0.34305
2024-08-03 Kl. 11-12;0.32399;0.48784;0.32399;0.25919;0.32399
2024-08-03 Kl. 12-13;0.22568;0.22568;0.31534;0.25227;0.22568
2024-08-03 Kl. 13-14;0.09549;0.09846;0.31251;0.25001;0.22359
2024-08-03 Kl. 14-15;0.06108;0.06316;0.31609;0.25287;0.19499
2024-08-03 Kl. 15-16;0.31251;0.56083;0.31251;0.25001;0.31251
2024-08-03 Kl. 16-17;0.34305;0.72721;0.34305;0.27444;0.34305
2024-08-03 Kl. 17-18;0.35378;0.88868;0.35378;0.28302;0.35378
2024-08-03 Kl. 18-19;0.34588;0.91251;0.34588;0.27670;0.34588
2024-08-03 Kl. 19-20;0.34305;0.91891;0.34305;0.27444;0.34305
2024-08-03 Kl. 20-21;0.34111;0.92249;0.34111;0.27289;0.34111
2024-08-03 Kl. 21-22;0.33158;0.92160;0.33114;0.26491;0.33158
2024-08-03 Kl. 22-23;0.33293;0.91773;0.31296;0.25037;0.33293
2024-08-03 Kl. 23-00;0.34156;0.90982;0.30969;0.24775;0.34156
2024-08-04 Kl. 00-01;0.29790;0.92194;0.29293;0.23434;0.29790
2024-08-04 Kl. 01-02;0.29534;0.91923;0.28145;0.22516;0.29534
2024-08-04 Kl. 02-03;0.29323;0.91816;0.27814;0.22251;0.29323
2024-08-04 Kl. 03-04;0.29775;0.91635;0.27210;0.21768;0.29775
2024-08-04 Kl. 04-05;0.29444;0.91545;0.26094;0.20875;0.29444
2024-08-04 Kl. 05-06;0.29323;0.91741;0.25670;0.20536;0.29323
2024-08-04 Kl. 06-07;0.29534;0.91650;0.29534;0.23627;0.29534
2024-08-04 Kl. 07-08;0.31360;0.88829;0.31360;0.25088;0.31360
2024-08-04 Kl. 08-09;0.33579;0.69964;0.33579;0.26863;0.33579
2024-08-04 Kl. 09-10;0.31586;0.58480;0.31586;0.25269;0.31586
2024-08-04 Kl. 10-11;0.27481;0.27481;0.28311;0.22649;0.27481
2024-08-04 Kl. 11-12;0.07500;0.07500;0.30259;0.24207;0.25083
2024-08-04 Kl. 12-13;0.06429;0.06429;0.31708;0.25366;0.16540
2024-08-04 Kl. 13-14;-0.00024;-0.00024;0.33291;0.26633;0.24871
2024-08-04 Kl. 14-15;0.02898;0.02898;0.34454;0.27563;0.15424
2024-08-04 Kl. 15-16;0.07515;0.07515;0.34560;0.27648;0.07515
2024-08-04 Kl. 16-17;0.24961;0.24961;0.33156;0.26525;0.24961
2024-08-04 Kl. 17-18;0.33080;0.58540;0.34001;0.27201;0.33080
2024-08-04 Kl. 18-19;0.39056;0.70704;0.39056;0.31245;0.39056
2024-08-04 Kl. 19-20;0.38875;0.88919;0.38875;0.31100;0.38875
2024-08-04 Kl. 20-21;0.37910;0.91258;0.37910;0.30328;0.37910
2024-08-04 Kl. 21-22;0.37593;0.91108;0.37593;0.30074;0.37593
2024-08-04 Kl. 22-23;0.36250;0.91046;0.36250;0.29000;0.36250
2024-08-04 Kl. 23-00;0.34076;0.88949;0.34076;0.27261;0.34076
2024-08-05 Kl. 00-01;0.34998;0.75336;0.34998;0.27998;0.34998
2024-08-05 Kl. 01-02;0.33111;0.67308;0.33111;0.26489;0.33111
2024-08-05 Kl. 02-03;0.32869;0.63641;0.31375;0.25100;0.32869
2024-08-05 Kl. 03-04;0.32854;0.64999;0.31646;0.25317;0.32854
2024-08-05 Kl. 04-05;0.32779;0.68983;0.32356;0.25885;0.32779
2024-08-05 Kl. 05-06;0.35586;0.72046;0.35586;0.28469;0.35586
2024-08-05 Kl. 06-07;0.37714;0.77721;0.36340;0.29072;0.37714
2024-08-05 Kl. 07-08;0.39178;0.83501;0.39178;0.31342;0.39178
2024-08-05 Kl. 08-09;0.41230;0.91861;0.41230;0.32984;0.41230
2024-08-05 Kl. 09-10;0.41683;0.92691;0.41683;0.33346;0.41683
2024-08-05 Kl. 10-11;0.42135;0.92254;0.42135;0.33708;0.42135
2024-08-05 Kl. 11-12;0.41758;0.92813;0.41758;0.33406;0.41758
2024-08-05 Kl. 12-13;0.41653;0.83531;0.41653;0.33322;0.41653
2024-08-05 Kl. 13-14;0.40763;0.63203;0.40763;0.32610;0.40763
2024-08-05 Kl. 14-15;0.40008;0.60215;0.40008;0.32006;0.40008
2024-08-05 Kl. 15-16;0.39056;0.79713;0.39056;0.31245;0.39056
2024-08-05 Kl. 16-17;0.39238;0.91409;0.39238;0.31390;0.39238
2024-08-05 Kl. 17-18;0.39238;0.91846;0.39238;0.31390;0.39238
2024-08-05 Kl. 18-19;0.40219;0.92571;0.40219;0.32175;0.40219
2024-08-05 Kl. 19-20;0.39238;0.93220;0.39238;0.31390;0.39238
2024-08-05 Kl. 20-21;0.38860;0.93054;0.38860;0.31088;0.38860
2024-08-05 Kl. 21-22;0.38030;0.92934;0.38030;0.30424;0.38030
2024-08-05 Kl. 22-23;0.37095;0.92224;0.37035;0.29628;0.37095
2024-08-05 Kl. 23-00;0.36944;0.91485;0.33684;0.26947;0.36944
2024-08-06 Kl. 00-01;0.32693;0.88490;0.29109;0.23287;0.32693
2024-08-06 Kl. 01-02;0.32450;0.87175;0.27204;0.21763;0.32450
2024-08-06 Kl. 02-03;0.32028;0.85693;0.26825;0.21460;0.32028
2024-08-06 Kl. 03-04;0.31906;0.84271;0.26599;0.21279;0.31906
2024-08-06 Kl. 04-05;0.31861;0.82729;0.26931;0.21545;0.31861
2024-08-06 Kl. 05-06;0.31906;0.84634;0.29819;0.23855;0.31906
2024-08-06 Kl. 06-07;0.34583;0.84589;0.34583;0.27666;0.34583
2024-08-06 Kl. 07-08;0.38393;0.80809;0.38393;0.30714;0.38393
2024-08-06 Kl. 08-09;0.39694;0.80824;0.39694;0.31755;0.39694
2024-08-06 Kl. 09-10;0.41629;0.72719;0.41629;0.33303;0.41629
2024-08-06 Kl. 10-11;0.42596;0.67079;0.42596;0.34077;0.42596
2024-08-06 Kl. 11-12;0.34401;0.37018;0.34401;0.27521;0.34401
2024-08-06 Kl. 12-13;0.30696;0.30696;0.30696;0.24557;0.30696
2024-08-06 Kl. 13-14;0.24694;0.24694;0.31090;0.24872;0.24694
2024-08-06 Kl. 14-15;0.30893;0.30893;0.31845;0.25476;0.30893
2024-08-06 Kl. 15-16;0.35126;0.47028;0.35126;0.28101;0.35126
2024-08-06 Kl. 16-17;0.41599;0.65656;0.41599;0.33279;0.41599
2024-08-06 Kl. 17-18;0.42400;0.72506;0.42400;0.33920;0.42400
2024-08-06 Kl. 18-19;0.41841;0.87009;0.41841;0.33473;0.41841
2024-08-06 Kl. 19-20;0.39315;0.88838;0.39315;0.31452;0.39315
2024-08-06 Kl. 20-21;0.38529;0.88324;0.38529;0.30823;0.38529
