Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2020-01-14 Kl. 17-18;0.33279;0.33279;0.32153;0.25722;0.33279
2020-01-14 Kl. 18-19;0.32746;0.32746;0.32251;0.25801;0.32746
2020-01-14 Kl. 19-20;0.32065;0.32065;0.32065;0.25652;0.32065
2020-01-14 Kl. 20-21;0.31100;0.31100;0.31100;0.24880;0.31100
2020-01-14 Kl. 21-22;0.30121;0.30121;0.29490;0.23592;0.30121
2020-01-14 Kl. 22-23;0.29639;0.29639;0.27609;0.22087;0.29639
2020-01-14 Kl. 23-00;0.29131;0.29131;0.23671;0.18937;0.29131
2020-01-15 Kl. 00-01;0.29184;0.29184;0.23780;0.19024;0.29184
2020-01-15 Kl. 01-02;0.28578;0.28578;0.23285;0.18628;0.28578
2020-01-15 Kl. 02-03;0.27663;0.27663;0.23026;0.18421;0.27663
2020-01-15 Kl. 03-04;0.27070;0.27070;0.22989;0.18391;0.27070
2020-01-15 Kl. 04-05;0.27490;0.27490;0.23211;0.18569;0.27490
2020-01-15 Kl. 05-06;0.28133;0.28133;0.23929;0.19143;0.28133
2020-01-15 Kl. 06-07;0.30149;0.30149;0.30149;0.24119;0.30149
2020-01-15 Kl. 07-08;0.31039;0.31039;0.31039;0.24831;0.31039
2020-01-15 Kl. 08-09;0.31509;0.31509;0.31509;0.25207;0.31509
2020-01-15 Kl. 09-10;0.31546;0.31546;0.31546;0.25237;0.31546
2020-01-15 Kl. 10-11;0.31336;0.31336;0.31336;0.25069;0.31336
2020-01-15 Kl. 11-12;0.30890;0.30890;0.30890;0.24712;0.30890
2020-01-15 Kl. 12-13;0.30978;0.30978;0.30978;0.24782;0.30978
2020-01-15 Kl. 13-14;0.31064;0.31064;0.31064;0.24851;0.31064
2020-01-15 Kl. 14-15;0.31213;0.31213;0.31213;0.24970;0.31213
2020-01-15 Kl. 15-16;0.32078;0.32078;0.31769;0.25415;0.32078
2020-01-15 Kl. 16-17;0.32931;0.32931;0.31806;0.25445;0.32931
2020-01-15 Kl. 17-18;0.33252;0.33252;0.31719;0.25375;0.33252
2020-01-15 Kl. 18-19;0.32671;0.32671;0.31731;0.25385;0.32671
2020-01-15 Kl. 19-20;0.31781;0.31781;0.31781;0.25425;0.31781
2020-01-15 Kl. 20-21;0.31076;0.31076;0.31076;0.24861;0.31076
2020-01-15 Kl. 21-22;0.30730;0.30730;0.30730;0.24584;0.30730
2020-01-15 Kl. 22-23;0.29641;0.29641;0.29641;0.23713;0.29641
2020-01-15 Kl. 23-00;0.28974;0.28974;0.27885;0.22308;0.28974
2020-01-16 Kl. 00-01;0.28435;0.28435;0.26691;0.21353;0.28435
2020-01-16 Kl. 01-02;0.28200;0.28200;0.26370;0.21096;0.28200
2020-01-16 Kl. 02-03;0.27940;0.27940;0.26778;0.21422;0.27940
2020-01-16 Kl. 03-04;0.27916;0.27916;0.27434;0.21947;0.27916
2020-01-16 Kl. 04-05;0.28435;0.28435;0.28435;0.22748;0.28435
2020-01-16 Kl. 05-06;0.29338;0.29338;0.29338;0.23470;0.29338
2020-01-16 Kl. 06-07;0.30266;0.30266;0.30266;0.24213;0.30266
2020-01-16 Kl. 07-08;0.30921;0.30921;0.30921;0.24737;0.30921
2020-01-16 Kl. 08-09;0.31391;0.31391;0.31391;0.25113;0.31391
2020-01-16 Kl. 09-10;0.31330;0.31330;0.31330;0.25064;0.31330
2020-01-16 Kl. 10-11;0.31255;0.31255;0.31255;0.25004;0.31255
2020-01-16 Kl. 11-12;0.31144;0.31144;0.31144;0.24915;0.31144
2020-01-16 Kl. 12-13;0.31008;0.31008;0.31008;0.24806;0.31008
2020-01-16 Kl. 13-14;0.31033;0.31033;0.31033;0.24826;0.31033
2020-01-16 Kl. 14-15;0.31144;0.31144;0.31144;0.24915;0.31144
2020-01-16 Kl. 15-16;0.31366;0.31366;0.31366;0.25093;0.31366
2020-01-16 Kl. 16-17;0.31985;0.31985;0.31490;0.25192;0.31985
2020-01-16 Kl. 17-18;0.32121;0.32121;0.31255;0.25004;0.32121
2020-01-16 Kl. 18-19;0.31651;0.31651;0.31008;0.24806;0.31651
2020-01-16 Kl. 19-20;0.31095;0.31095;0.30896;0.24717;0.31095
2020-01-16 Kl. 20-21;0.30600;0.30600;0.30600;0.24480;0.30600
2020-01-16 Kl. 21-22;0.30315;0.30315;0.30315;0.24252;0.30315
2020-01-16 Kl. 22-23;0.29734;0.29734;0.29734;0.23787;0.29734
2020-01-16 Kl. 23-00;0.28609;0.28609;0.28609;0.22887;0.28609
2020-01-17 Kl. 00-01;0.28349;0.28349;0.28349;0.22679;0.28349
2020-01-17 Kl. 01-02;0.27965;0.27965;0.27965;0.22372;0.27965
2020-01-17 Kl. 02-03;0.27446;0.27446;0.27446;0.21957;0.27446
2020-01-17 Kl. 03-04;0.27694;0.27694;0.27694;0.22155;0.27694
2020-01-17 Kl. 04-05;0.28770;0.28770;0.28770;0.23016;0.28770
2020-01-17 Kl. 05-06;0.29203;0.29203;0.29203;0.23362;0.29203
2020-01-17 Kl. 06-07;0.29994;0.29994;0.29994;0.23995;0.29994
2020-01-17 Kl. 07-08;0.30625;0.30625;0.30588;0.24470;0.30625
2020-01-17 Kl. 08-09;0.30971;0.30971;0.30749;0.24599;0.30971
2020-01-17 Kl. 09-10;0.30971;0.30971;0.30896;0.24717;0.30971
2020-01-17 Kl. 10-11;0.31033;0.31033;0.31033;0.24826;0.31033
2020-01-17 Kl. 11-12;0.31045;0.31045;0.31045;0.24836;0.31045
2020-01-17 Kl. 12-13;0.31033;0.31033;0.31033;0.24826;0.31033
2020-01-17 Kl. 13-14;0.31045;0.31045;0.31045;0.24836;0.31045
2020-01-17 Kl. 14-15;0.31058;0.31058;0.31058;0.24846;0.31058
2020-01-17 Kl. 15-16;0.31206;0.31206;0.31206;0.24965;0.31206
2020-01-17 Kl. 16-17;0.31689;0.31689;0.31689;0.25351;0.31689
2020-01-17 Kl. 17-18;0.31750;0.31750;0.31750;0.25400;0.31750
2020-01-17 Kl. 18-19;0.31540;0.31540;0.31540;0.25232;0.31540
2020-01-17 Kl. 19-20;0.31131;0.31131;0.31131;0.24905;0.31131
2020-01-17 Kl. 20-21;0.30674;0.30674;0.30674;0.24539;0.30674
2020-01-17 Kl. 21-22;0.30550;0.30550;0.30550;0.24440;0.30550
2020-01-17 Kl. 22-23;0.30279;0.30279;0.30279;0.24223;0.30279
2020-01-17 Kl. 23-00;0.29759;0.29759;0.29759;0.23807;0.29759
2020-01-18 Kl. 00-01;0.28154;0.28154;0.27400;0.21920;0.28154
2020-01-18 Kl. 01-02;0.28476;0.28476;0.28476;0.22781;0.28476
2020-01-18 Kl. 02-03;0.27511;0.27511;0.27511;0.22009;0.27511
2020-01-18 Kl. 03-04;0.27969;0.27969;0.27969;0.22375;0.27969
2020-01-18 Kl. 04-05;0.27919;0.27919;0.27919;0.22335;0.27919
2020-01-18 Kl. 05-06;0.27845;0.27845;0.27845;0.22276;0.27845
2020-01-18 Kl. 06-07;0.27598;0.27598;0.27598;0.22078;0.27598
2020-01-18 Kl. 07-08;0.28130;0.28130;0.28130;0.22504;0.28130
2020-01-18 Kl. 08-09;0.28674;0.28674;0.28674;0.22939;0.28674
2020-01-18 Kl. 09-10;0.29169;0.29169;0.29169;0.23335;0.29169
2020-01-18 Kl. 10-11;0.29503;0.29503;0.29503;0.23602;0.29503
2020-01-18 Kl. 11-12;0.29391;0.29391;0.29391;0.23513;0.29391
2020-01-18 Kl. 12-13;0.29218;0.29218;0.29218;0.23374;0.29218
2020-01-18 Kl. 13-14;0.29033;0.29033;0.29033;0.23226;0.29033
2020-01-18 Kl. 14-15;0.29094;0.29094;0.29094;0.23275;0.29094
2020-01-18 Kl. 15-16;0.29490;0.29490;0.29490;0.23592;0.29490
2020-01-18 Kl. 16-17;0.29775;0.29775;0.29775;0.23820;0.29775
2020-01-18 Kl. 17-18;0.30109;0.30109;0.30109;0.24087;0.30109
2020-01-18 Kl. 18-19;0.29849;0.29849;0.29849;0.23879;0.29849
2020-01-18 Kl. 19-20;0.29465;0.29465;0.29465;0.23572;0.29465
2020-01-18 Kl. 20-21;0.28934;0.28934;0.28934;0.23147;0.28934
2020-01-18 Kl. 21-22;0.28624;0.28624;0.28624;0.22899;0.28624
2020-01-18 Kl. 22-23;0.28611;0.28611;0.28611;0.22889;0.28611
2020-01-18 Kl. 23-00;0.28030;0.28030;0.28030;0.22424;0.28030
2020-01-19 Kl. 00-01;0.27508;0.27508;0.27508;0.22006;0.27508
2020-01-19 Kl. 01-02;0.27039;0.27039;0.27039;0.21631;0.27039
2020-01-19 Kl. 02-03;0.26766;0.26766;0.26766;0.21413;0.26766
2020-01-19 Kl. 03-04;0.26569;0.26569;0.26569;0.21255;0.26569
2020-01-19 Kl. 04-05;0.26668;0.26668;0.26668;0.21334;0.26668
2020-01-19 Kl. 05-06;0.27026;0.27026;0.27026;0.21621;0.27026
2020-01-19 Kl. 06-07;0.27335;0.27335;0.27335;0.21868;0.27335
2020-01-19 Kl. 07-08;0.27273;0.27273;0.27273;0.21818;0.27273
2020-01-19 Kl. 08-09;0.27619;0.27619;0.27619;0.22095;0.27619
2020-01-19 Kl. 09-10;0.27951;0.27951;0.27951;0.22361;0.27951
2020-01-19 Kl. 10-11;0.28396;0.28396;0.28396;0.22717;0.28396
2020-01-19 Kl. 11-12;0.28483;0.28483;0.28483;0.22786;0.28483
2020-01-19 Kl. 12-13;0.28458;0.28458;0.28458;0.22766;0.28458
2020-01-19 Kl. 13-14;0.28445;0.28445;0.28445;0.22756;0.28445
2020-01-19 Kl. 14-15;0.28273;0.28273;0.28273;0.22618;0.28273
2020-01-19 Kl. 15-16;0.28741;0.28741;0.28741;0.22993;0.28741
2020-01-19 Kl. 16-17;0.29458;0.29458;0.29458;0.23566;0.29458
2020-01-19 Kl. 17-18;0.29741;0.29741;0.29741;0.23793;0.29741
2020-01-19 Kl. 18-19;0.29679;0.29679;0.29679;0.23743;0.29679
2020-01-19 Kl. 19-20;0.29519;0.29519;0.29519;0.23615;0.29519
2020-01-19 Kl. 20-21;0.29124;0.29124;0.29124;0.23299;0.29124
2020-01-19 Kl. 21-22;0.29210;0.29210;0.29210;0.23368;0.29210
2020-01-19 Kl. 22-23;0.28951;0.28951;0.28951;0.23161;0.28951
2020-01-19 Kl. 23-00;0.28506;0.28506;0.28506;0.22805;0.28506
2020-01-20 Kl. 00-01;0.28186;0.28186;0.27964;0.22371;0.28186
2020-01-20 Kl. 01-02;0.27804;0.27804;0.27569;0.22055;0.27804
2020-01-20 Kl. 02-03;0.27643;0.27643;0.27075;0.21660;0.27643
2020-01-20 Kl. 03-04;0.27495;0.27495;0.27001;0.21601;0.27495
2020-01-20 Kl. 04-05;0.27989;0.27989;0.27421;0.21937;0.27989
2020-01-20 Kl. 05-06;0.28420;0.28420;0.28420;0.22736;0.28420
2020-01-20 Kl. 06-07;0.28124;0.28124;0.28124;0.22499;0.28124
2020-01-20 Kl. 07-08;0.29359;0.29359;0.28693;0.22954;0.29359
2020-01-20 Kl. 08-09;0.29556;0.29556;0.28741;0.22993;0.29556
2020-01-20 Kl. 09-10;0.29506;0.29506;0.28716;0.22973;0.29506
2020-01-20 Kl. 10-11;0.29321;0.29321;0.28716;0.22973;0.29321
2020-01-20 Kl. 11-12;0.29470;0.29470;0.28693;0.22954;0.29470
2020-01-20 Kl. 12-13;0.29050;0.29050;0.28779;0.23023;0.29050
2020-01-20 Kl. 13-14;0.28964;0.28964;0.28815;0.23052;0.28964
2020-01-20 Kl. 14-15;0.28878;0.28878;0.28791;0.23033;0.28878
2020-01-20 Kl. 15-16;0.28890;0.28890;0.28865;0.23092;0.28890
2020-01-20 Kl. 16-17;0.29248;0.29248;0.28951;0.23161;0.29248
2020-01-20 Kl. 17-18;0.29321;0.29321;0.28803;0.23042;0.29321
2020-01-20 Kl. 18-19;0.28890;0.28890;0.28890;0.23112;0.28890
2020-01-20 Kl. 19-20;0.28273;0.28273;0.28273;0.22618;0.28273
2020-01-20 Kl. 20-21;0.27297;0.27297;0.27001;0.21601;0.27297
2020-01-20 Kl. 21-22;0.26705;0.26705;0.26261;0.21009;0.26705
2020-01-20 Kl. 22-23;0.25471;0.25471;0.24990;0.19992;0.25471
2020-01-20 Kl. 23-00;0.24927;0.24927;0.22115;0.17692;0.24927
2020-01-21 Kl. 00-01;0.23464;0.23464;0.22154;0.17723;0.23464
2020-01-21 Kl. 01-02;0.23711;0.23711;0.22093;0.17674;0.23711
2020-01-21 Kl. 02-03;0.23476;0.23476;0.21833;0.17466;0.23476
2020-01-21 Kl. 03-04;0.23476;0.23476;0.21931;0.17545;0.23476
2020-01-21 Kl. 04-05;0.23970;0.23970;0.23970;0.19176;0.23970
2020-01-21 Kl. 05-06;0.24291;0.24291;0.24291;0.19433;0.24291
2020-01-21 Kl. 06-07;0.25675;0.25675;0.25675;0.20540;0.25675
2020-01-21 Kl. 07-08;0.26813;0.26813;0.26813;0.21450;0.26813
2020-01-21 Kl. 08-09;0.27245;0.27245;0.27245;0.21796;0.27245
2020-01-21 Kl. 09-10;0.27145;0.27145;0.27145;0.21716;0.27145
2020-01-21 Kl. 10-11;0.27109;0.27109;0.27109;0.21687;0.27109
2020-01-21 Kl. 11-12;0.27035;0.27035;0.27035;0.21628;0.27035
2020-01-21 Kl. 12-13;0.27170;0.27170;0.27170;0.21736;0.27170
2020-01-21 Kl. 13-14;0.27145;0.27145;0.27145;0.21716;0.27145
2020-01-21 Kl. 14-15;0.27183;0.27183;0.27183;0.21746;0.27183
2020-01-21 Kl. 15-16;0.27331;0.27331;0.27331;0.21865;0.27331
2020-01-21 Kl. 16-17;0.28073;0.28073;0.27466;0.21973;0.28073
2020-01-21 Kl. 17-18;0.28554;0.28554;0.27430;0.21944;0.28554
2020-01-21 Kl. 18-19;0.28220;0.28220;0.27393;0.21914;0.28220
2020-01-21 Kl. 19-20;0.27183;0.27183;0.27183;0.21746;0.27183
2020-01-21 Kl. 20-21;0.26120;0.26120;0.26120;0.20896;0.26120
2020-01-21 Kl. 21-22;0.25811;0.25811;0.25811;0.20649;0.25811
2020-01-21 Kl. 22-23;0.25020;0.25020;0.24686;0.19749;0.25020
2020-01-21 Kl. 23-00;0.23711;0.23711;0.23093;0.18474;0.23711
2020-01-22 Kl. 00-01;0.24881;0.24881;0.18922;0.15138;0.24881
2020-01-22 Kl. 01-02;0.24670;0.24670;0.17916;0.14333;0.24670
2020-01-22 Kl. 02-03;0.24286;0.24286;0.17048;0.13638;0.24286
2020-01-22 Kl. 03-04;0.24149;0.24149;0.18749;0.14999;0.24149
2020-01-22 Kl. 04-05;0.24124;0.24124;0.21244;0.16995;0.24124
2020-01-22 Kl. 05-06;0.24820;0.24820;0.24820;0.19856;0.24820
2020-01-22 Kl. 06-07;0.25565;0.25565;0.25565;0.20452;0.25565
2020-01-22 Kl. 07-08;0.26595;0.26595;0.26074;0.20859;0.26595
2020-01-22 Kl. 08-09;0.26905;0.26905;0.26446;0.21157;0.26905
2020-01-22 Kl. 09-10;0.26955;0.26955;0.26396;0.21117;0.26955
2020-01-22 Kl. 10-11;0.27091;0.27091;0.26446;0.21157;0.27091
2020-01-22 Kl. 11-12;0.26968;0.26968;0.26633;0.21306;0.26968
2020-01-22 Kl. 12-13;0.26955;0.26955;0.26633;0.21306;0.26955
2020-01-22 Kl. 13-14;0.26992;0.26992;0.26781;0.21425;0.26992
2020-01-22 Kl. 14-15;0.27241;0.27241;0.26831;0.21465;0.27241
2020-01-22 Kl. 15-16;0.27899;0.27899;0.26968;0.21574;0.27899
2020-01-22 Kl. 16-17;0.29575;0.29575;0.27116;0.21693;0.29575
2020-01-22 Kl. 17-18;0.30891;0.30891;0.27191;0.21753;0.30891
2020-01-22 Kl. 18-19;0.30270;0.30270;0.27229;0.21783;0.30270
2020-01-22 Kl. 19-20;0.29985;0.29985;0.27253;0.21802;0.29985
2020-01-22 Kl. 20-21;0.28420;0.28420;0.27216;0.21773;0.28420
2020-01-22 Kl. 21-22;0.28271;0.28271;0.27290;0.21832;0.28271
2020-01-22 Kl. 22-23;0.26955;0.26955;0.26955;0.21564;0.26955
2020-01-22 Kl. 23-00;0.26533;0.26533;0.26533;0.21226;0.26533
2020-01-23 Kl. 00-01;0.25813;0.25813;0.25813;0.20650;0.25813
2020-01-23 Kl. 01-02;0.25576;0.25576;0.25576;0.20461;0.25576
2020-01-23 Kl. 02-03;0.25426;0.25426;0.25426;0.20341;0.25426
2020-01-23 Kl. 03-04;0.25451;0.25451;0.25451;0.20361;0.25451
2020-01-23 Kl. 04-05;0.25961;0.25961;0.25961;0.20769;0.25961
2020-01-23 Kl. 05-06;0.25961;0.25961;0.25961;0.20769;0.25961
2020-01-23 Kl. 06-07;0.26334;0.26334;0.25974;0.20779;0.26334
2020-01-23 Kl. 07-08;0.28435;0.28435;0.26197;0.20958;0.28435
2020-01-23 Kl. 08-09;0.29629;0.29629;0.26273;0.21018;0.29629
2020-01-23 Kl. 09-10;0.28224;0.28224;0.25999;0.20799;0.28224
2020-01-23 Kl. 10-11;0.27241;0.27241;0.25911;0.20729;0.27241
2020-01-23 Kl. 11-12;0.26148;0.26148;0.25750;0.20600;0.26148
2020-01-23 Kl. 12-13;0.25775;0.25775;0.25638;0.20510;0.25775
2020-01-23 Kl. 13-14;0.25576;0.25576;0.25576;0.20461;0.25576
2020-01-23 Kl. 14-15;0.25600;0.25600;0.25551;0.20441;0.25600
2020-01-23 Kl. 15-16;0.25551;0.25551;0.25539;0.20431;0.25551
2020-01-23 Kl. 16-17;0.26024;0.26024;0.25476;0.20381;0.26024
2020-01-23 Kl. 17-18;0.26110;0.26110;0.25464;0.20371;0.26110
2020-01-23 Kl. 18-19;0.25613;0.25613;0.25401;0.20321;0.25613
2020-01-23 Kl. 19-20;0.25376;0.25376;0.25353;0.20282;0.25376
2020-01-23 Kl. 20-21;0.24916;0.24916;0.24916;0.19933;0.24916
2020-01-23 Kl. 21-22;0.24606;0.24606;0.24606;0.19685;0.24606
2020-01-23 Kl. 22-23;0.22965;0.22965;0.22965;0.18372;0.22965
2020-01-23 Kl. 23-00;0.21063;0.21063;0.21063;0.16850;0.21063
2020-01-24 Kl. 00-01;0.22106;0.22106;0.20811;0.16649;0.22106
2020-01-24 Kl. 01-02;0.22056;0.22056;0.21110;0.16888;0.22056
2020-01-24 Kl. 02-03;0.21745;0.21745;0.20724;0.16579;0.21745
2020-01-24 Kl. 03-04;0.21831;0.21831;0.20935;0.16748;0.21831
2020-01-24 Kl. 04-05;0.22367;0.22367;0.22367;0.17894;0.22367
2020-01-24 Kl. 05-06;0.23713;0.23713;0.23713;0.18970;0.23713
2020-01-24 Kl. 06-07;0.24821;0.24821;0.24821;0.19857;0.24821
2020-01-24 Kl. 07-08;0.26041;0.26041;0.25580;0.20464;0.26041
2020-01-24 Kl. 08-09;0.26701;0.26701;0.25843;0.20674;0.26701
2020-01-24 Kl. 09-10;0.26651;0.26651;0.25705;0.20564;0.26651
2020-01-24 Kl. 10-11;0.26651;0.26651;0.25580;0.20464;0.26651
2020-01-24 Kl. 11-12;0.26290;0.26290;0.25406;0.20325;0.26290
2020-01-24 Kl. 12-13;0.25991;0.25991;0.25356;0.20285;0.25991
2020-01-24 Kl. 13-14;0.25843;0.25843;0.25344;0.20275;0.25843
2020-01-24 Kl. 14-15;0.25643;0.25643;0.25331;0.20265;0.25643
2020-01-24 Kl. 15-16;0.25693;0.25693;0.25281;0.20225;0.25693
2020-01-24 Kl. 16-17;0.26340;0.26340;0.25219;0.20175;0.26340
2020-01-24 Kl. 17-18;0.27175;0.27175;0.25208;0.20166;0.27175
2020-01-24 Kl. 18-19;0.26726;0.26726;0.25145;0.20116;0.26726
2020-01-24 Kl. 19-20;0.26004;0.26004;0.25331;0.20265;0.26004
2020-01-24 Kl. 20-21;0.24970;0.24970;0.24970;0.19976;0.24970
2020-01-24 Kl. 21-22;0.24385;0.24385;0.24385;0.19508;0.24385
2020-01-24 Kl. 22-23;0.23813;0.23813;0.23476;0.18781;0.23813
2020-01-24 Kl. 23-00;0.23165;0.23165;0.21583;0.17266;0.23165
2020-01-25 Kl. 00-01;0.23976;0.23976;0.23181;0.18545;0.23976
2020-01-25 Kl. 01-02;0.23976;0.23976;0.23106;0.18485;0.23976
2020-01-25 Kl. 02-03;0.23939;0.23939;0.23330;0.18664;0.23939
2020-01-25 Kl. 03-04;0.23964;0.23964;0.23430;0.18744;0.23964
2020-01-25 Kl. 04-05;0.24175;0.24175;0.23554;0.18843;0.24175
2020-01-25 Kl. 05-06;0.24584;0.24584;0.23541;0.18833;0.24584
2020-01-25 Kl. 06-07;0.24920;0.24920;0.24150;0.19320;0.24920
2020-01-25 Kl. 07-08;0.25143;0.25143;0.25143;0.20114;0.25143
2020-01-25 Kl. 08-09;0.25726;0.25726;0.25726;0.20581;0.25726
2020-01-25 Kl. 09-10;0.25937;0.25937;0.25937;0.20750;0.25937
2020-01-25 Kl. 10-11;0.26049;0.26049;0.26049;0.20839;0.26049
2020-01-25 Kl. 11-12;0.26360;0.26360;0.26360;0.21088;0.26360
2020-01-25 Kl. 12-13;0.26373;0.26373;0.26373;0.21098;0.26373
2020-01-25 Kl. 13-14;0.26111;0.26111;0.26111;0.20889;0.26111
2020-01-25 Kl. 14-15;0.26074;0.26074;0.26074;0.20859;0.26074
2020-01-25 Kl. 15-16;0.26248;0.26248;0.26248;0.20998;0.26248
2020-01-25 Kl. 16-17;0.26758;0.26758;0.26758;0.21406;0.26758
2020-01-25 Kl. 17-18;0.26944;0.26944;0.26944;0.21555;0.26944
2020-01-25 Kl. 18-19;0.26758;0.26758;0.26758;0.21406;0.26758
2020-01-25 Kl. 19-20;0.26061;0.26061;0.26061;0.20849;0.26061
2020-01-25 Kl. 20-21;0.25814;0.25814;0.25814;0.20651;0.25814
2020-01-25 Kl. 21-22;0.25515;0.25515;0.25515;0.20412;0.25515
2020-01-25 Kl. 22-23;0.25280;0.25280;0.25280;0.20224;0.25280
2020-01-25 Kl. 23-00;0.24795;0.24795;0.24795;0.19836;0.24795
2020-01-26 Kl. 00-01;0.24096;0.24096;0.24096;0.19277;0.24096
2020-01-26 Kl. 01-02;0.23746;0.23746;0.23746;0.18997;0.23746
2020-01-26 Kl. 02-03;0.23320;0.23320;0.23320;0.18656;0.23320
2020-01-26 Kl. 03-04;0.23006;0.23006;0.23006;0.18405;0.23006
2020-01-26 Kl. 04-05;0.23570;0.23570;0.23570;0.18856;0.23570
2020-01-26 Kl. 05-06;0.23470;0.23470;0.23470;0.18776;0.23470
2020-01-26 Kl. 06-07;0.23620;0.23620;0.23620;0.18896;0.23620
2020-01-26 Kl. 07-08;0.24096;0.24096;0.24096;0.19277;0.24096
2020-01-26 Kl. 08-09;0.24498;0.24498;0.24498;0.19598;0.24498
2020-01-26 Kl. 09-10;0.25013;0.25013;0.25013;0.20010;0.25013
2020-01-26 Kl. 10-11;0.25426;0.25426;0.25426;0.20341;0.25426
2020-01-26 Kl. 11-12;0.25551;0.25551;0.25551;0.20441;0.25551
2020-01-26 Kl. 12-13;0.25576;0.25576;0.25576;0.20461;0.25576
2020-01-26 Kl. 13-14;0.25626;0.25626;0.25626;0.20501;0.25626
2020-01-26 Kl. 14-15;0.25726;0.25726;0.25726;0.20581;0.25726
2020-01-26 Kl. 15-16;0.26078;0.26078;0.26078;0.20862;0.26078
2020-01-26 Kl. 16-17;0.26529;0.26529;0.26529;0.21223;0.26529
2020-01-26 Kl. 17-18;0.26742;0.26742;0.26742;0.21394;0.26742
2020-01-26 Kl. 18-19;0.26643;0.26643;0.26643;0.21314;0.26643
2020-01-26 Kl. 19-20;0.26379;0.26379;0.26379;0.21103;0.26379
2020-01-26 Kl. 20-21;0.25903;0.25903;0.25903;0.20722;0.25903
2020-01-26 Kl. 21-22;0.25439;0.25439;0.25439;0.20351;0.25439
2020-01-26 Kl. 22-23;0.25163;0.25163;0.25163;0.20130;0.25163
2020-01-26 Kl. 23-00;0.24874;0.24874;0.24874;0.19899;0.24874
2020-01-27 Kl. 00-01;0.24498;0.24498;0.24498;0.19598;0.24498
2020-01-27 Kl. 01-02;0.24273;0.24273;0.24273;0.19418;0.24273
2020-01-27 Kl. 02-03;0.24135;0.24135;0.24135;0.19308;0.24135
2020-01-27 Kl. 03-04;0.24260;0.24260;0.24260;0.19408;0.24260
2020-01-27 Kl. 04-05;0.24774;0.24774;0.24774;0.19819;0.24774
2020-01-27 Kl. 05-06;0.25138;0.25138;0.25138;0.20110;0.25138
2020-01-27 Kl. 06-07;0.25965;0.25965;0.25965;0.20772;0.25965
2020-01-27 Kl. 07-08;0.26529;0.26529;0.26529;0.21223;0.26529
2020-01-27 Kl. 08-09;0.26718;0.26718;0.26718;0.21374;0.26718
2020-01-27 Kl. 09-10;0.26693;0.26693;0.26693;0.21354;0.26693
2020-01-27 Kl. 10-11;0.26718;0.26718;0.26718;0.21374;0.26718
2020-01-27 Kl. 11-12;0.26705;0.26705;0.26705;0.21364;0.26705
2020-01-27 Kl. 12-13;0.26718;0.26718;0.26718;0.21374;0.26718
2020-01-27 Kl. 13-14;0.26718;0.26718;0.26718;0.21374;0.26718
2020-01-27 Kl. 14-15;0.26805;0.26805;0.26805;0.21444;0.26805
2020-01-27 Kl. 15-16;0.26868;0.26868;0.27106;0.21685;0.26868
2020-01-27 Kl. 16-17;0.26930;0.26930;0.28184;0.22547;0.26930
2020-01-27 Kl. 17-18;0.26930;0.26930;0.29951;0.23961;0.26930
2020-01-27 Kl. 18-19;0.26905;0.26905;0.28861;0.23089;0.26905
2020-01-27 Kl. 19-20;0.26880;0.26880;0.27069;0.21655;0.26880
2020-01-27 Kl. 20-21;0.26516;0.26516;0.26516;0.21213;0.26516
2020-01-27 Kl. 21-22;0.26391;0.26391;0.26391;0.21113;0.26391
2020-01-27 Kl. 22-23;0.25878;0.25878;0.25878;0.20702;0.25878
2020-01-27 Kl. 23-00;0.25451;0.25451;0.25451;0.20361;0.25451
2020-01-28 Kl. 00-01;0.25231;0.25231;0.25231;0.20185;0.25231
2020-01-28 Kl. 01-02;0.25194;0.25194;0.25194;0.20155;0.25194
2020-01-28 Kl. 02-03;0.25194;0.25194;0.25194;0.20155;0.25194
2020-01-28 Kl. 03-04;0.25256;0.25256;0.25256;0.20205;0.25256
2020-01-28 Kl. 04-05;0.25520;0.25520;0.25520;0.20416;0.25520
2020-01-28 Kl. 05-06;0.25820;0.25820;0.25820;0.20656;0.25820
2020-01-28 Kl. 06-07;0.26585;0.26585;0.26585;0.21268;0.26585
2020-01-28 Kl. 07-08;0.26924;0.26924;0.29180;0.23344;0.26924
2020-01-28 Kl. 08-09;0.27074;0.27074;0.29493;0.23594;0.27074
2020-01-28 Kl. 09-10;0.27036;0.27036;0.29318;0.23454;0.27036
2020-01-28 Kl. 10-11;0.26936;0.26936;0.29355;0.23484;0.26936
2020-01-28 Kl. 11-12;0.26861;0.26861;0.29129;0.23303;0.26861
2020-01-28 Kl. 12-13;0.26848;0.26848;0.28804;0.23043;0.26848
2020-01-28 Kl. 13-14;0.26835;0.26835;0.28779;0.23023;0.26835
2020-01-28 Kl. 14-15;0.26848;0.26848;0.28791;0.23033;0.26848
2020-01-28 Kl. 15-16;0.26886;0.26886;0.29318;0.23454;0.26886
2020-01-28 Kl. 16-17;0.26986;0.26986;0.29644;0.23715;0.26986
2020-01-28 Kl. 17-18;0.27488;0.27488;0.29593;0.23674;0.27488
2020-01-28 Kl. 18-19;0.27211;0.27211;0.28829;0.23063;0.27211
2020-01-28 Kl. 19-20;0.26986;0.26986;0.28151;0.22521;0.26986
2020-01-28 Kl. 20-21;0.26886;0.26886;0.26886;0.21509;0.26886
