"ISP","Area","Reserve Type","Type of Product","Direction","Offered (MW)","Activated (MW)","Unavailable (MW)"
"05/01/2024 00:00:00","SCA|NO2","mFRR","Local","Down","5435.00","0.00"," "
"05/01/2024 01:00:00","SCA|NO2","mFRR","Local","Up","621.00","0.00"," "
"05/01/2024 01:00:00","SCA|NO2","mFRR","Local","Down","5549.00","0.00"," "
"05/01/2024 02:00:00","SCA|NO2","mFRR","Local","Up","825.00","0.00"," "
"05/01/2024 02:00:00","SCA|NO2","mFRR","Local","Down","5389.00","0.00"," "
"05/01/2024 03:00:00","SCA|NO2","mFRR","Local","Up","1269.00","0.00"," "
"05/01/2024 03:00:00","SCA|NO2","mFRR","Local","Down","4979.25","0.00"," "
"05/01/2024 04:00:00","SCA|NO2","mFRR","Local","Up","1164.00","0.00"," "
"05/01/2024 04:00:00","SCA|NO2","mFRR","Local","Down","5097.25","0.00"," "
"05/01/2024 05:00:00","SCA|NO2","mFRR","Local","Up","1509.00","0.00"," "
"05/01/2024 05:00:00","SCA|NO2","mFRR","Local","Down","5021.00","13.00"," "
"05/01/2024 06:00:00","SCA|NO2","mFRR","Local","Up","1191.50","0.00"," "
"05/01/2024 06:00:00","SCA|NO2","mFRR","Local","Down","5126.25","136.50"," "
"05/01/2024 07:00:00","SCA|NO2","mFRR","Local","Up","971.00","0.00"," "
"05/01/2024 07:00:00","SCA|NO2","mFRR","Local","Down","5460.00","0.00"," "
"05/01/2024 08:00:00","SCA|NO2","mFRR","Local","Up","826.50","0.00"," "
"05/01/2024 08:00:00","SCA|NO2","mFRR","Local","Down","5646.00","0.00"," "
"05/01/2024 09:00:00","SCA|NO2","mFRR","Local","Up","773.75","0.00"," "
"05/01/2024 09:00:00","SCA|NO2","mFRR","Local","Down","5807.00","0.00"," "
"05/01/2024 10:00:00","SCA|NO2","mFRR","Local","Up","695.25","15.25"," "
"05/01/2024 10:00:00","SCA|NO2","mFRR","Local","Down","5880.00","0.00"," "
"05/01/2024 11:00:00","SCA|NO2","mFRR","Local","Up","691.00","38.25"," "
"05/01/2024 11:00:00","SCA|NO2","mFRR","Local","Down","5699.00","0.00"," "
"05/01/2024 12:00:00","SCA|NO2","mFRR","Local","Up","751.25","0.00"," "
"05/01/2024 12:00:00","SCA|NO2","mFRR","Local","Down","5473.00","0.00"," "
"05/01/2024 13:00:00","SCA|NO2","mFRR","Local","Up","773.50","0.00"," "
"05/01/2024 13:00:00","SCA|NO2","mFRR","Local","Down","5473.00","0.00"," "
"05/01/2024 14:00:00","SCA|NO2","mFRR","Local","Up","695.00","0.00"," "
"05/01/2024 14:00:00","SCA|NO2","mFRR","Local","Down","5569.00","0.00"," "
"05/01/2024 15:00:00","SCA|NO2","mFRR","Local","Up","680.00","0.00"," "
"05/01/2024 15:00:00","SCA|NO2","mFRR","Local","Down","5738.00","0.00"," "
"05/01/2024 16:00:00","SCA|NO2","mFRR","Local","Up","680.00","0.00"," "
"05/01/2024 16:00:00","SCA|NO2","mFRR","Local","Down","5809.00","0.00"," "
"05/01/2024 17:00:00","SCA|NO2","mFRR","Local","Up","680.00","0.00"," "
"05/01/2024 17:00:00","SCA|NO2","mFRR","Local","Down","5909.00","0.00"," "
"05/01/2024 18:00:00","SCA|NO2","mFRR","Local","Up","680.00","0.00"," "
"05/01/2024 18:00:00","SCA|NO2","mFRR","Local","Down","5932.00","0.00"," "
"05/01/2024 19:00:00","SCA|NO2","mFRR","Local","Up","680.00","0.00"," "
"05/01/2024 19:00:00","SCA|NO2","mFRR","Local","Down","5911.00","0.00"," "
"05/01/2024 20:00:00","SCA|NO2","mFRR","Local","Up","694.00","0.00"," "
"05/01/2024 20:00:00","SCA|NO2","mFRR","Local","Down","5940.00","0.00"," "
"05/01/2024 21:00:00","SCA|NO2","mFRR","Local","Up","839.00","0.00"," "
"05/01/2024 21:00:00","SCA|NO2","mFRR","Local","Down","5595.00","0.00"," "
"05/01/2024 22:00:00","SCA|NO2","mFRR","Local","Up","839.00","0.00"," "
"05/01/2024 22:00:00","SCA|NO2","mFRR","Local","Down","5622.00","0.00"," "
"05/01/2024 23:00:00","SCA|NO2","mFRR","Local","Up","959.00","0.00"," "
"05/01/2024 23:00:00","SCA|NO2","mFRR","Local","Down","5414.00","0.00"," "
"06/01/2024 00:00:00","SCA|NO2","mFRR","Local","Up","943.75","205.25"," "
"06/01/2024 00:00:00","SCA|NO2","mFRR","Local","Down","4691.00","0.00"," "
"06/01/2024 01:00:00","SCA|NO2","mFRR","Local","Up","1057.00","295.00"," "
"06/01/2024 01:00:00","SCA|NO2","mFRR","Local","Down","4890.00","0.00"," "
"06/01/2024 02:00:00","SCA|NO2","mFRR","Local","Up","1293.00","353.50"," "
"06/01/2024 02:00:00","SCA|NO2","mFRR","Local","Down","4628.00","0.00"," "
"06/01/2024 03:00:00","SCA|NO2","mFRR","Local","Up","1603.00","574.00"," "
"06/01/2024 03:00:00","SCA|NO2","mFRR","Local","Down","4267.00","0.00"," "
"06/01/2024 04:00:00","SCA|NO2","mFRR","Local","Up","1641.00","459.00"," "
